striker,format,matches,innings,runs,balls_faced,dismissals,dot_balls,fours,sixes,average,strike_rate,dot_pct,boundary_pct
HAPW Jayawardene,Test,48,4309,2106,4302,70,3175,224,15,30.09,48.95,73.8,5.56
Mehedi Hasan Miraz,Test,54,4170,2103,4160,87,3101,242,23,24.17,50.55,74.54,6.37
JP Duminy,Test,43,4560,2103,4544,64,3467,251,13,32.86,46.28,76.3,5.81
HH Gibbs,Test,34,3697,2103,3689,59,2758,317,20,35.64,57.01,74.76,9.14
JK Silva,Test,39,5225,2099,5212,75,4105,238,2,27.99,40.27,78.76,4.6
AN Petersen,Test,36,4052,2093,4044,59,2991,256,12,35.47,51.76,73.96,6.63
AJ Finch,IPL,90,1696,2092,1635,84,683,214,78,24.9,127.95,41.77,17.86
D Padikkal,IPL,82,1649,2088,1580,79,608,219,74,26.43,132.15,38.48,18.54
HDRL Thirimanne,Test,44,5305,2088,5294,81,4136,207,3,25.78,39.44,78.13,3.97
MR Marsh,Test,46,3703,2083,3700,73,2744,270,32,28.53,56.3,74.16,8.16
D Ramdin,ODI,103,2636,2072,2593,88,1307,153,31,23.55,79.91,50.4,7.1
AC Gilchrist,IPL,80,1555,2069,1495,76,673,239,92,27.22,138.39,45.02,22.14
MG Johnson,Test,68,3545,2065,3536,93,2592,249,31,22.2,58.4,73.3,7.92
CL White,ODI,75,2583,2053,2555,60,1309,145,44,34.22,80.35,51.23,7.4
E Lewis,ODI,59,2398,2051,2325,56,1346,193,73,36.62,88.22,57.89,11.44
ML Green,ODI,76,2726,2051,2667,67,1363,180,11,30.61,76.9,51.11,7.16
RD Berrington,T20I,81,1575,2040,1532,66,514,155,79,30.91,133.16,33.55,15.27
BC Lara,Test,17,3149,2036,3140,30,2163,257,26,67.87,64.84,68.89,9.01
CR Woakes,Test,60,3852,2034,3843,82,2802,256,9,24.8,52.93,72.91,6.9
JP Duminy,IPL,75,1680,2029,1636,49,516,126,79,41.41,124.02,31.54,12.53
Nazmul Hossain Shanto,Test,38,3971,2028,3962,69,2924,223,28,29.39,51.19,73.8,6.34
A Balbirnie,T20I,89,1682,2028,1654,88,685,211,60,23.05,122.61,41.41,16.38
MS Atapattu,ODI,65,3019,2025,2953,59,1693,201,0,34.32,68.57,57.33,6.81
AD Hales,T20I,72,1482,2024,1452,65,544,220,69,31.14,139.39,37.47,19.9
CJL Rogers,Test,25,3988,2015,3982,47,3066,269,1,42.87,50.6,77.0,6.78
CS MacLeod,ODI,61,2570,2015,2524,60,1402,207,26,33.58,79.83,55.55,9.23
S Dube,IPL,83,1483,2009,1401,66,483,122,128,30.44,143.4,34.48,17.84
AC Gilchrist,Test,38,2384,2005,2380,52,1457,242,41,38.56,84.24,61.22,11.89
CL Tryon,ODI,80,1887,2000,1837,65,849,182,72,30.77,108.87,46.22,13.83
Karanbir Singh,T20I,39,1271,1996,1161,33,511,163,164,60.48,171.92,44.01,28.17
MG Erasmus,T20I,78,1629,1996,1586,64,577,157,73,31.19,125.85,36.38,14.5
KJ O'Brien,ODI,84,2151,1990,2087,73,1060,198,48,27.26,95.35,50.79,11.79
CJ Chibhabha,ODI,87,3130,1987,3053,84,1953,205,12,23.65,65.08,63.97,7.11
EA Perry,T20I,96,1690,1981,1658,65,583,186,45,30.48,119.48,35.16,13.93
MEK Hussey,IPL,58,1648,1977,1612,52,606,198,52,38.02,122.64,37.59,15.51
LRPL Taylor,T20I,96,1680,1974,1617,79,556,126,74,24.99,122.08,34.38,12.37
S Sesazi,T20I,75,1676,1970,1601,65,704,204,71,30.31,123.05,43.97,17.18
DJS Dottin,T20I,81,1638,1970,1585,69,721,178,88,28.55,124.29,45.49,16.78
K Bhurtel,T20I,73,1594,1969,1539,68,654,186,84,28.96,127.94,42.5,17.54
RL Haynes,ODI,48,2485,1966,2427,46,1338,217,16,42.74,81.01,55.13,9.6
LMP Simmons,ODI,64,2741,1958,2679,62,1615,162,50,31.58,73.09,60.28,7.91
Jatinder Singh,ODI,65,2566,1957,2523,61,1524,209,34,32.08,77.57,60.4,9.63
AR Patel,IPL,130,1527,1949,1467,95,483,133,94,20.52,132.86,32.92,15.47
Kamran Akmal,PSL,73,1455,1942,1420,69,608,211,87,28.14,136.76,42.82,20.99
Bismah Maroof,ODI,64,3063,1938,2933,57,1691,159,1,34.0,66.08,57.65,5.46
MS Chapman,T20I,86,1454,1938,1405,73,496,166,80,26.55,137.94,35.3,17.51
AK Markram,T20I,71,1352,1938,1303,61,416,178,83,31.77,148.73,31.93,20.03
RK Paudel,ODI,72,2693,1936,2643,67,1500,143,36,28.9,73.25,56.75,6.77
CH Gayle,T20I,75,1479,1932,1390,68,632,159,128,28.41,138.99,45.47,20.65
Anshuman Rath,T20I,71,1640,1923,1573,63,557,198,36,30.52,122.25,35.41,14.88
Inzamam-ul-Haq,ODI,62,2482,1916,2426,48,1265,167,24,39.92,78.98,52.14,7.87
MH Cross,ODI,84,2736,1915,2693,79,1562,165,18,24.24,71.11,58.0,6.8
GD Elliott,ODI,66,2394,1913,2344,58,1198,149,27,32.98,81.61,51.11,7.51
N Chantam,T20I,91,2048,1913,1993,74,1036,230,25,25.85,95.99,51.98,12.79
AC Kerr,T20I,74,1630,1912,1601,60,534,224,5,31.87,119.43,33.35,14.3
T Brits,T20I,76,1846,1908,1798,68,782,210,28,28.06,106.12,43.49,13.24
H Klaasen,IPL,55,1194,1905,1143,44,275,131,108,43.3,166.67,24.06,20.91
HH Pandya,ODI,67,1755,1897,1708,55,738,141,76,34.49,111.07,43.21,12.7
T Bavuma,ODI,49,2187,1894,2141,45,1092,188,26,42.09,88.46,51.0,10.0
TT Beaumont,T20I,81,1741,1893,1679,76,709,232,22,24.91,112.75,42.23,15.13
PP Shaw,IPL,79,1321,1892,1283,77,482,238,61,24.57,147.47,37.57,23.3
MD Shanaka,T20I,112,1535,1884,1474,89,584,126,105,21.17,127.82,39.62,15.67
JP Duminy,T20I,72,1534,1880,1491,49,495,136,68,38.37,126.09,33.2,13.68
Sohail Ahmed,T20I,71,1602,1879,1564,48,557,125,78,39.15,120.14,35.61,12.98
BC Lara,ODI,67,2455,1878,2404,54,1374,173,40,34.78,78.12,57.15,8.86
DJ Malan,T20I,59,1464,1874,1398,51,512,194,62,36.75,134.05,36.62,18.31
SA Edwards,ODI,58,2120,1873,2094,51,939,136,17,36.73,89.45,44.84,7.31
Shan Masood,PSL,66,1450,1870,1398,64,470,212,37,29.22,133.76,33.62,17.81
Kamran Akmal,Test,36,2979,1867,2974,63,2116,265,12,29.63,62.78,71.15,9.31
Taufeeq Umar,Test,25,4189,1867,4178,46,3233,248,3,40.59,44.69,77.38,6.01
V Aravind,ODI,63,2785,1865,2731,61,1649,180,16,30.57,68.29,60.38,7.18
M Labuschagne,ODI,57,2249,1857,2211,53,1026,152,10,35.04,83.99,46.4,7.33
DJ Bravo,Test,33,3717,1855,3708,58,2826,230,21,31.98,50.03,76.21,6.77
DJG Sammy,ODI,102,1926,1853,1857,74,975,144,84,25.04,99.78,52.5,12.28
T Brits,ODI,57,2328,1848,2271,56,1290,216,25,33.0,81.37,56.8,10.61
BA King,T20I,75,1415,1848,1371,71,592,203,81,26.03,134.79,43.18,20.71
EC Joyce,ODI,60,2666,1845,2603,55,1524,181,16,33.55,70.88,58.55,7.57
DJ Mitchell,T20I,87,1346,1833,1307,73,362,124,72,25.11,140.24,27.7,15.0
NR Sciver,T20I,90,1660,1833,1616,68,575,195,12,26.96,113.43,35.58,12.81
N Pooran,ODI,54,1913,1829,1868,48,945,142,75,38.1,97.91,50.59,11.62
WA Young,ODI,57,2182,1820,2139,54,1173,202,25,33.7,85.09,54.84,10.61
SP Narine,IPL,122,1178,1820,1101,98,500,191,120,18.57,165.3,45.41,28.25
Yasmeen Khan,T20I,96,1915,1811,1822,86,895,192,29,21.06,99.4,49.12,12.13
DPMD Jayawardene,IPL,78,1522,1808,1464,64,560,200,40,28.25,123.5,38.25,16.39
Azhar Ali,ODI,52,2478,1806,2413,47,1301,164,14,38.43,74.84,53.92,7.38
SL Kalis,T20I,57,1789,1798,1704,51,773,213,11,35.25,105.52,45.36,13.15
Nida Dar,T20I,113,1818,1796,1744,94,686,155,33,19.11,102.98,39.33,10.78
KH Pandya,IPL,118,1410,1796,1358,83,500,157,67,21.64,132.25,36.82,16.49
DP Conway,T20I,61,1434,1795,1388,48,491,173,52,37.4,129.32,35.37,16.21
NT Paranavitana,Test,31,4285,1792,4274,56,3320,206,5,32.0,41.93,77.68,4.94
MS Wade,ODI,82,2226,1792,2180,74,1118,127,33,24.22,82.2,51.28,7.34
RJ Burns,Test,32,4089,1789,4084,59,3193,220,2,30.32,43.81,78.18,5.44
GH Lewis,ODI,54,2644,1787,2534,54,1592,235,4,33.09,70.52,62.83,9.43
BJ Bennett,T20I,55,1260,1786,1226,50,447,205,56,35.72,145.68,36.46,21.29
A Vala,ODI,56,2594,1783,2557,57,1487,147,26,31.28,69.73,58.15,6.77
S Luus,T20I,101,1630,1782,1577,67,593,192,24,26.6,113.0,37.6,13.7
VD Philander,Test,60,4007,1779,3995,74,3068,204,17,24.04,44.53,76.8,5.53
R Parag,IPL,82,1305,1777,1250,69,430,128,99,25.75,142.16,34.4,18.16
HT Tector,ODI,44,2168,1775,2111,38,1092,143,42,46.71,84.08,51.73,8.76
Saud Shakeel,Test,21,3593,1773,3589,38,2521,179,2,46.66,49.4,70.24,5.04
DM de Silva,ODI,76,2330,1769,2269,70,1247,177,15,25.27,77.96,54.96,8.46
JI Rodrigues,ODI,58,1988,1768,1963,55,923,191,5,32.15,90.07,47.02,9.98
Asif Ali,T20I,100,1394,1765,1323,78,565,130,108,22.63,133.41,42.71,17.99
S Dhawan,T20I,66,1439,1759,1392,61,544,191,50,28.84,126.36,39.08,17.31
DJS Dottin,ODI,62,2179,1758,2132,57,1298,206,41,30.84,82.46,60.88,11.59
Imrul Kayes,Test,38,3685,1751,3673,73,2815,232,11,23.99,47.67,76.64,6.62
TM Dilshan,T20I,75,1497,1747,1455,66,581,210,29,26.47,120.07,39.93,16.43
Waseem Muhammad,ODI,69,2047,1745,2000,70,1210,144,83,24.93,87.25,60.5,11.35
Yousuf Youhana,ODI,53,2208,1740,2169,43,1075,126,20,40.47,80.22,49.56,6.73
O Prendergast,T20I,74,1465,1737,1435,59,548,193,26,29.44,121.05,38.19,15.26
C Green,Test,36,3522,1736,3512,54,2622,196,14,32.15,49.43,74.66,5.98
H Madavi,T20I,76,1786,1729,1732,63,783,178,17,27.44,99.83,45.21,11.26
C Munro,T20I,61,1134,1729,1104,55,381,133,107,31.44,156.61,34.51,21.74
RP Burl,T20I,94,1401,1726,1348,66,482,134,66,26.15,128.04,35.76,14.84
PD Salt,T20I,56,1073,1717,1035,50,322,170,83,34.34,165.89,31.11,24.44
P Simran Singh,IPL,60,1121,1716,1094,59,415,180,88,29.08,156.86,37.93,24.5
DN Wyatt,ODI,81,1890,1716,1836,70,911,176,25,24.51,93.46,49.62,10.95
KK Nair,IPL,78,1332,1712,1304,74,500,188,49,23.14,131.29,38.34,18.17
A Sharafu,T20I,62,1335,1711,1299,54,520,164,72,31.69,131.72,40.03,18.17
Haris Sohail,ODI,42,2010,1709,1968,33,925,136,28,51.79,86.84,47.0,8.33
Mandeep Singh,IPL,97,1418,1706,1388,85,523,176,38,20.07,122.91,37.68,15.42
Tilak Varma,IPL,61,1226,1703,1170,47,361,134,82,36.23,145.56,30.85,18.46
Aasif Sheikh,T20I,69,1471,1699,1414,67,600,155,66,25.36,120.16,42.43,15.63
Aasif Sheikh,ODI,63,2281,1698,2220,59,1355,195,20,28.78,76.49,61.04,9.68
MK Tiwary,IPL,83,1489,1695,1449,61,530,156,40,27.79,116.98,36.58,13.53
RR Patel,T20I,68,1276,1693,1231,54,490,136,92,31.35,137.53,39.81,18.52
NJ O'Brien,ODI,63,2394,1692,2351,59,1341,140,25,28.68,71.97,57.04,7.02
SP Fleming,Test,24,3057,1690,3049,40,2237,232,11,42.25,55.43,73.37,7.97
Imam-ul-Haq,Test,26,3610,1687,3608,50,2723,183,13,33.74,46.76,75.47,5.43
KC Sangakkara,IPL,68,1424,1687,1392,69,515,195,27,24.45,121.19,37.0,15.95
WU Tharanga,Test,30,3084,1682,3075,54,2253,227,9,31.15,54.7,73.27,7.67
JM Bairstow,IPL,52,1181,1674,1146,50,442,173,74,33.48,146.07,38.57,21.55
Mohammad Hafeez,PSL,73,1389,1672,1356,62,528,152,63,26.97,123.3,38.94,15.86
DP Conway,ODI,41,1962,1672,1908,37,1061,207,22,45.19,87.63,55.61,12.0
CR Ervine,Test,28,3457,1672,3452,53,2569,192,11,31.55,48.44,74.42,5.88
DJ Hussey,ODI,59,1912,1672,1878,55,862,122,24,30.4,89.03,45.9,7.77
Umar Akmal,T20I,78,1390,1669,1361,64,475,123,53,26.08,122.63,34.9,12.93
K Kadowaki-Fleming,T20I,45,1231,1668,1175,44,432,127,85,37.91,141.96,36.77,18.04
JM Bairstow,T20I,71,1243,1667,1213,56,464,147,76,29.77,137.43,38.25,18.38
AK Markram,IPL,64,1256,1664,1226,55,373,131,68,30.25,135.73,30.42,16.23
W Jaffer,Test,23,3385,1662,3378,43,2558,226,3,38.65,49.2,75.73,6.78
FH Allen,T20I,59,1006,1662,971,58,375,146,115,28.66,171.16,38.62,26.88
AE Jones,T20I,97,1386,1662,1361,79,486,191,22,21.04,122.12,35.71,15.65
L Lee,T20I,71,1483,1658,1442,62,696,205,44,26.74,114.98,48.27,17.27
RK Paudel,T20I,74,1448,1658,1396,63,493,130,50,26.32,118.77,35.32,12.89
GS Ballance,Test,24,3481,1653,3470,42,2643,209,10,39.36,47.64,76.17,6.31
NM Lyon,Test,119,3282,1651,3278,130,2517,208,14,12.7,50.37,76.78,6.77
SJ Taylor,ODI,51,1932,1651,1868,47,914,193,1,35.13,88.38,48.93,10.39
H Masakadza,Test,28,3634,1649,3630,55,2814,192,21,29.98,45.43,77.52,5.87
Meet Bhavsar,T20I,64,1312,1644,1258,58,455,141,59,28.34,130.68,36.17,15.9
KKN Egodage,T20I,73,1982,1643,1862,63,880,160,5,26.08,88.24,47.26,8.86
Shahid Afridi,T20I,102,1092,1637,1043,91,340,117,95,17.99,156.95,32.6,20.33
AT Rayudu,ODI,49,2143,1637,2094,34,1100,141,26,48.15,78.18,52.53,7.98
M Hill,T20I,71,1719,1633,1629,63,781,180,24,25.92,100.25,47.94,12.52
C Munro,PSL,54,1116,1633,1090,50,382,157,78,32.66,149.82,35.05,21.56
N Chaiwai,T20I,89,2060,1633,1963,68,930,140,5,24.01,83.19,47.38,7.39
SJ Bryce,T20I,72,1538,1631,1475,58,618,184,16,28.12,110.58,41.9,13.56
D van Niekerk,T20I,63,1733,1629,1684,55,792,167,29,29.62,96.73,47.03,11.64
Tamim Iqbal,T20I,71,1406,1624,1353,63,571,172,45,25.78,120.03,42.2,16.04
KD Karthik,ODI,76,2275,1624,2212,59,1267,162,15,27.53,73.42,57.28,8.0
HT Tector,T20I,79,1394,1621,1346,64,418,132,36,25.33,120.43,31.05,12.48
Aaron Jones,ODI,51,2287,1620,2253,49,1262,114,32,33.06,71.9,56.01,6.48
Salman Butt,Test,27,3533,1619,3527,50,2765,238,1,32.38,45.9,78.4,6.78
SC Williams,T20I,75,1270,1618,1247,66,413,159,39,24.52,129.75,33.12,15.88
MS Wade,Test,36,3207,1613,3203,57,2369,176,12,28.3,50.36,73.96,5.87
Abdullah Shafique,Test,24,3654,1610,3646,42,2769,155,20,38.33,44.16,75.95,4.8
ND McKenzie,Test,26,3848,1610,3838,41,3028,206,7,39.27,41.95,78.9,5.55
E Lewis,T20I,57,1057,1606,996,54,428,123,125,29.74,161.24,42.97,24.9
P Litchfield,ODI,41,1794,1604,1745,35,956,216,16,45.83,91.92,54.79,13.3
N Dickwella,ODI,52,1758,1604,1717,51,858,187,12,31.45,93.42,49.97,11.59
A Gardner,ODI,64,1530,1604,1484,49,679,166,40,32.73,108.09,45.75,13.88
TH David,T20I,59,979,1600,948,44,289,127,102,36.36,168.78,30.49,24.16
SD Hope,T20I,63,1180,1595,1154,53,433,127,87,30.09,138.21,37.52,18.54
KU Carty,ODI,43,2111,1593,2070,36,1151,138,26,44.25,76.96,55.6,7.92
MD Gunathilaka,ODI,45,1899,1592,1833,45,969,171,20,35.38,86.85,52.86,10.42
AB de Villiers,T20I,72,1226,1591,1187,63,403,135,54,25.25,134.04,33.95,15.92
HMRKB Herath,Test,78,3080,1589,3071,102,2211,188,6,15.58,51.74,72.0,6.32
Shadab Khan,PSL,82,1151,1586,1123,69,374,113,81,22.99,141.23,33.3,17.28
MS Dhoni,T20I,82,1317,1584,1267,42,412,114,49,37.71,125.02,32.52,12.87
OA Shah,ODI,52,1963,1579,1919,44,952,124,26,35.89,82.28,49.61,7.82
Nazmul Hossain Shanto,ODI,51,2026,1579,1979,51,1090,172,16,30.96,79.79,55.08,9.5
MJ Santner,ODI,91,1730,1573,1684,59,822,114,50,26.66,93.41,48.81,9.74
NJ Astle,ODI,43,2078,1571,2028,37,1167,163,19,42.46,77.47,57.54,8.97
KJ O'Brien,T20I,76,1248,1571,1193,67,449,133,66,23.45,131.68,37.64,16.68
Imran Farhat,Test,26,3344,1568,3334,50,2599,217,4,31.36,47.03,77.95,6.63
Riazat Ali Shah,T20I,62,1277,1568,1233,48,450,116,69,32.67,127.17,36.5,15.0
PJ Cummins,Test,68,3327,1567,3312,94,2561,155,35,16.67,47.31,77.32,5.74
SO Hetmyer,IPL,84,1103,1560,1042,58,344,98,96,26.9,149.71,33.01,18.62
DJ Bravo,IPL,110,1247,1560,1204,69,452,120,66,22.61,129.57,37.54,15.45
Harbhajan Singh,Test,59,2489,1554,2482,72,1721,177,33,21.58,62.61,69.34,8.46
NV Ojha,IPL,94,1360,1554,1313,74,599,121,79,21.0,118.35,45.62,15.23
SK Raina,T20I,63,1208,1549,1144,53,381,138,57,29.23,135.4,33.3,17.05
MR Marsh,IPL,58,1123,1548,1088,55,412,126,89,28.15,142.28,37.87,19.76
JDP Oram,ODI,70,1762,1546,1711,62,872,115,51,24.94,90.36,50.96,9.7
J Charles,ODI,58,1840,1544,1806,59,1097,173,45,26.17,85.49,60.74,12.07
UT Khawaja,ODI,38,1865,1539,1828,35,907,149,13,43.97,84.19,49.62,8.86
Aliya Riaz,ODI,68,2374,1537,2311,61,1413,145,20,25.2,66.51,61.14,7.14
PJ Hughes,Test,26,2871,1535,2866,46,2147,199,11,33.37,53.56,74.91,7.33
TD Paine,Test,34,3362,1534,3355,51,2512,174,4,30.08,45.72,74.87,5.31
Yuvraj Singh,Test,32,2634,1534,2631,47,1913,210,20,32.64,58.3,72.71,8.74
SO Dowrich,Test,32,3253,1528,3250,52,2479,173,11,29.38,47.02,76.28,5.66
JM Vince,PSL,57,1123,1526,1097,53,408,186,44,28.79,139.11,37.19,20.97
R Ravindra,Test,20,2378,1526,2364,32,1580,170,20,47.69,64.55,66.84,8.04
Sarfraz Ahmed,PSL,73,1276,1525,1243,58,361,136,26,26.29,122.69,29.04,13.03
Mohammad Ashraful,Test,36,3127,1523,3123,70,2353,181,11,21.76,48.77,75.34,6.15
KA Pollard,T20I,80,1178,1519,1120,64,428,91,98,23.73,135.62,38.21,16.88
JA Rudolph,Test,31,3410,1517,3404,51,2700,214,3,29.75,44.57,79.32,6.37
JJ Roy,T20I,63,1138,1517,1099,60,465,152,70,25.28,138.03,42.31,20.2
R Sandaruwan,T20I,67,1132,1517,1089,66,473,134,85,22.98,139.3,43.43,20.11
CR Woakes,ODI,84,1714,1514,1683,60,781,118,21,25.23,89.96,46.41,8.26
L Tucker,T20I,69,1223,1511,1200,60,424,139,40,25.18,125.92,35.33,14.92
VR Iyer,IPL,58,1139,1509,1099,51,419,138,67,29.59,137.31,38.13,18.65
JDS Neesham,ODI,65,1538,1508,1501,52,696,128,39,29.0,100.47,46.37,11.13
Fiaz Ahmed,T20I,59,1269,1508,1239,46,485,95,80,32.78,121.71,39.14,14.12
CK Kapugedera,ODI,76,2157,1505,2111,68,1167,100,28,22.13,71.29,55.28,6.06
A Hunter,T20I,59,1372,1503,1313,48,532,166,16,31.31,114.47,40.52,13.86
B de Leede,T20I,82,1636,1499,1558,72,732,170,7,20.82,96.21,46.98,11.36
MA Leask,ODI,67,1344,1498,1323,57,608,116,64,26.28,113.23,45.96,13.61
