bowler,year,format,balls,runs_given,wickets,matches,dot_balls,economy,average,strike_rate
A Desai,2024,T20I,12,22,0,1,5,11.0,22.0,12.0
A Desai,2025,T20I,57,63,6,3,21,6.63,10.5,9.5
A Dhabe,2025,T20I,156,160,9,7,74,6.15,17.78,17.33
A Dhabe,2026,T20I,162,182,11,7,74,6.74,16.55,14.73
A Dhar,2025,T20I,18,31,0,2,7,10.33,31.0,18.0
A Dhingra,2021,T20I,48,58,6,2,21,7.25,9.67,8.0
A Dhingra,2022,T20I,64,93,4,5,24,8.72,23.25,16.0
A Dhingra,2023,T20I,131,192,7,7,39,8.79,27.43,18.71
A Dineshi,2023,T20I,7,20,0,1,1,17.14,20.0,7.0
A Dirannehelage,2024,T20I,105,71,4,5,67,4.06,17.75,26.25
A Dirannehelage,2025,T20I,68,28,7,3,57,2.47,4.0,9.71
A Dirannehelage,2026,T20I,91,53,5,4,69,3.49,10.6,18.2
A Dizija,2022,T20I,25,80,0,2,4,19.2,80.0,25.0
A Dizija,2023,T20I,37,49,3,2,17,7.95,16.33,12.33
A Djorovic,2021,T20I,33,70,1,3,12,12.73,70.0,33.0
A Djorovic,2022,T20I,37,79,0,3,6,12.81,79.0,37.0
A Doddaballapur,2020,T20I,133,97,13,7,82,4.38,7.46,10.23
A Doddaballapur,2021,T20I,103,51,12,7,75,2.97,4.25,8.58
A Doddaballapur,2022,T20I,6,7,0,1,3,7.0,7.0,6.0
A Doddaballapur,2023,T20I,88,81,6,4,53,5.52,13.5,14.67
A Doddaballapur,2024,T20I,115,77,9,6,59,4.02,8.56,12.78
A Donovan,2024,T20I,24,31,0,3,8,7.75,31.0,24.0
A Donovan,2025,T20I,102,118,3,8,51,6.94,39.33,34.0
A Dutt,2021,ODI,48,22,2,2,35,2.75,11.0,24.0
A Dutt,2021,T20I,44,76,3,4,14,10.36,25.33,14.67
A Dutt,2022,ODI,471,442,9,11,234,5.63,49.11,52.33
A Dutt,2022,T20I,24,20,1,1,10,5.0,20.0,24.0
A Dutt,2023,ODI,978,866,20,19,548,5.31,43.3,48.9
A Dutt,2024,ODI,612,396,22,12,415,3.88,18.0,27.82
A Dutt,2024,T20I,229,282,12,11,92,7.39,23.5,19.08
A Dutt,2025,ODI,330,259,11,6,205,4.71,23.55,30.0
A Dutt,2025,T20I,212,219,10,10,102,6.2,21.9,21.2
A Dutt,2026,T20I,78,89,5,4,35,6.85,17.8,15.6
A Emch,2023,T20I,8,13,0,1,1,9.75,13.0,8.0
A Fillie,2023,T20I,99,74,12,5,71,4.48,6.17,8.25
A Fillie,2025,T20I,96,107,4,7,50,6.69,26.75,24.0
A Flintoff,2001,Test,170,53,4,1,143,1.87,13.25,42.5
A Flintoff,2002,ODI,109,105,3,2,49,5.78,35.0,36.33
A Flintoff,2003,ODI,952,549,31,18,679,3.46,17.71,30.71
A Flintoff,2003,Test,975,542,11,5,724,3.34,49.27,88.64
A Flintoff,2004,ODI,347,246,12,8,213,4.25,20.5,28.92
A Flintoff,2004,Test,486,280,5,3,352,3.46,56.0,97.2
A Flintoff,2005,ODI,523,454,17,10,287,5.21,26.71,30.76
A Flintoff,2005,T20I,18,16,0,1,10,5.33,16.0,18.0
A Flintoff,2005,Test,2237,1168,52,9,1651,3.13,22.46,43.02
A Flintoff,2006,ODI,197,146,4,4,120,4.45,36.5,49.25
A Flintoff,2006,Test,1982,1087,29,9,1454,3.29,37.48,68.34
A Flintoff,2007,ODI,1140,835,44,22,706,4.39,18.98,25.91
A Flintoff,2007,T20I,132,148,5,6,57,6.73,29.6,26.4
A Flintoff,2007,Test,105,57,1,1,77,3.26,57.0,105.0
A Flintoff,2008,ODI,437,356,17,9,265,4.89,20.94,25.71
A Flintoff,2008,Test,1266,577,16,5,976,2.73,36.06,79.12
A Flintoff,2009,IPL,66,106,2,3,21,9.64,53.0,33.0
A Flintoff,2009,ODI,115,96,7,3,68,5.01,13.71,16.43
A Flintoff,2009,Test,1171,616,13,6,884,3.16,47.38,90.08
A Fujikawa,2022,T20I,30,37,2,2,13,7.4,18.5,15.0
A Fujikawa,2023,T20I,78,69,6,4,32,5.31,11.5,13.0
A Fujikawa,2024,T20I,60,54,2,3,31,5.4,27.0,30.0
A Fujikawa,2025,T20I,193,174,10,10,101,5.41,17.4,19.3
A Galan,2023,T20I,139,117,10,8,66,5.05,11.7,13.9
A Galan,2025,T20I,141,95,9,6,80,4.04,10.56,15.67
A Gardner,2017,ODI,619,454,16,11,349,4.4,28.38,38.69
A Gardner,2017,T20I,60,78,2,5,16,7.8,39.0,30.0
A Gardner,2018,ODI,223,141,9,5,149,3.79,15.67,24.78
A Gardner,2018,T20I,282,309,21,17,110,6.57,14.71,13.43
A Gardner,2019,ODI,456,285,11,11,276,3.75,25.91,41.45
A Gardner,2019,T20I,54,51,5,4,23,5.67,10.2,10.8
A Gardner,2019,Test,108,38,1,1,85,2.11,38.0,108.0
A Gardner,2020,ODI,30,26,2,2,14,5.2,13.0,15.0
A Gardner,2020,T20I,88,118,0,8,26,8.05,118.0,88.0
A Gardner,2021,ODI,204,154,3,6,107,4.53,51.33,68.0
A Gardner,2021,T20I,72,71,6,4,31,5.92,11.83,12.0
A Gardner,2021,Test,240,84,2,1,194,2.1,42.0,120.0
A Gardner,2022,ODI,278,202,11,8,164,4.36,18.36,25.27
A Gardner,2022,T20I,276,261,17,15,132,5.67,15.35,16.24
A Gardner,2022,Test,84,53,1,1,53,3.79,53.0,84.0
A Gardner,2023,ODI,561,409,26,12,327,4.37,15.73,21.58
A Gardner,2023,T20I,274,339,18,14,102,7.42,18.83,15.22
A Gardner,2023,Test,572,300,18,2,426,3.15,16.67,31.78
A Gardner,2024,ODI,458,313,21,12,294,4.1,14.9,21.81
A Gardner,2024,T20I,354,397,21,16,147,6.73,18.9,16.86
A Gardner,2024,Test,84,33,2,1,69,2.36,16.5,42.0
A Gardner,2025,ODI,589,506,15,13,315,5.15,33.73,39.27
A Gardner,2025,T20I,14,14,0,1,7,6.0,14.0,14.0
A Gardner,2025,Test,214,69,6,1,178,1.93,11.5,35.67
A Gardner,2026,ODI,322,227,15,6,184,4.23,15.13,21.47
A Gardner,2026,T20I,66,85,3,3,21,7.73,28.33,22.0
A Gardner,2026,Test,116,47,3,1,93,2.43,15.67,38.67
A Gbla,2021,T20I,78,85,10,4,36,6.54,8.5,7.8
A Gbla,2022,T20I,42,41,7,4,23,5.86,5.86,6.0
A Gbla,2023,T20I,24,38,0,2,7,9.5,38.0,24.0
A Gbla,2024,T20I,36,42,2,3,15,7.0,21.0,18.0
A Gbla,2025,T20I,201,228,12,10,91,6.81,19.0,16.75
A Gianani,2025,T20I,12,9,0,1,8,4.5,9.0,12.0
A Gisdaki,2024,T20I,6,14,0,1,1,14.0,14.0,6.0
A Gulati,2025,T20I,42,83,2,4,6,11.86,41.5,21.0
A Gunasekar,2024,T20I,42,57,1,2,12,8.14,57.0,42.0
A Gupta,2025,T20I,67,99,3,4,25,8.87,33.0,22.33
A Gurung,2021,T20I,108,76,9,5,66,4.22,8.44,12.0
A Gurung,2022,T20I,97,63,7,4,62,3.9,9.0,13.86
A Gurung,2023,T20I,78,36,3,4,58,2.77,12.0,26.0
A Gurung,2024,T20I,252,144,11,12,167,3.43,13.09,22.91
A Gurung,2025,T20I,55,54,3,3,26,5.89,18.0,18.33
A Gurung,2026,T20I,144,112,8,6,90,4.67,14.0,18.0
A Hartley,2016,ODI,192,132,4,4,120,4.12,33.0,48.0
A Hartley,2016,T20I,18,19,2,1,8,6.33,9.5,9.0
A Hartley,2017,ODI,534,386,14,10,302,4.34,27.57,38.14
A Hartley,2017,T20I,12,24,1,1,2,12.0,24.0,12.0
A Hartley,2018,ODI,70,56,2,2,39,4.8,28.0,35.0
A Hartley,2018,T20I,22,23,0,1,7,6.27,23.0,22.0
A Hartley,2019,ODI,216,153,7,5,128,4.25,21.86,30.86
A Hartley,2019,T20I,18,13,0,1,8,4.33,13.0,18.0
A Hartley,2025,T20I,30,26,1,2,11,5.2,26.0,30.0
A Hewage,2024,T20I,6,0,1,1,6,0.0,0.0,6.0
A Hlubi,2023,T20I,24,15,2,1,14,3.75,7.5,12.0
A Hlubi,2024,ODI,110,123,2,4,62,6.71,61.5,55.0
A Hlubi,2024,T20I,64,110,3,4,24,10.31,36.67,21.33
A Hlubi,2024,Test,192,135,3,2,144,4.22,45.0,64.0
A Hlubi,2025,ODI,198,195,4,4,113,5.91,48.75,49.5
A Hlubi,2026,ODI,170,182,4,4,88,6.42,45.5,42.5
A Hlubi,2026,T20I,79,123,4,4,33,9.34,30.75,19.75
A Hogg,2019,T20I,12,13,0,1,5,6.5,13.0,12.0
A Husain,2021,T20I,37,42,3,2,16,6.81,14.0,12.33
A Husain,2023,T20I,73,77,4,5,31,6.33,19.25,18.25
A Husain,2024,T20I,25,26,1,1,7,6.24,26.0,25.0
A Husain,2025,T20I,36,44,1,2,16,7.33,44.0,36.0
A Husain,2026,T20I,96,112,7,5,35,7.0,16.0,13.71
A Ikuzwe,2019,T20I,24,19,0,1,13,4.75,19.0,24.0
A Ikuzwe,2021,T20I,118,115,6,8,63,5.85,19.17,19.67
A Ikuzwe,2023,T20I,6,5,0,1,1,5.0,5.0,6.0
A Ikuzwe,2024,T20I,381,281,34,18,232,4.43,8.26,11.21
A Ikuzwe,2025,T20I,324,270,20,17,189,5.0,13.5,16.2
A Ikuzwe,2026,T20I,124,120,4,8,68,5.81,30.0,31.0
A Ilahi,2025,T20I,96,91,5,4,44,5.69,18.2,19.2
A Iopu,2023,T20I,18,22,2,3,6,7.33,11.0,9.0
A Johnson,2024,ODI,24,14,0,1,13,3.5,14.0,24.0
A Johnson,2024,T20I,12,4,1,1,8,2.0,4.0,12.0
A Johnson,2025,T20I,18,32,0,2,4,10.67,32.0,18.0
A Joshi,2024,T20I,35,65,0,2,7,11.14,65.0,35.0
A Kalasi,2024,T20I,212,167,11,10,99,4.73,15.18,19.27
A Kalasi,2025,T20I,12,15,1,1,5,7.5,15.0,12.0
A Kamboj,2024,IPL,62,115,2,3,20,11.13,57.5,31.0
A Kamboj,2025,IPL,130,173,8,8,56,7.98,21.62,16.25
A Kamboj,2025,Test,112,93,1,1,67,4.98,93.0,112.0
A Kamboj,2026,IPL,217,321,18,10,94,8.88,17.83,12.06
A Kanada,2019,T20I,11,8,3,1,6,4.36,2.67,3.67
A Kanada,2022,T20I,7,20,0,1,2,17.14,20.0,7.0
A Kanukuntla,2025,T20I,186,184,6,11,97,5.94,30.67,31.0
A Kanwal,2025,T20I,13,16,1,1,4,7.38,16.0,13.0
A Karmacharya,2022,T20I,113,67,11,7,70,3.56,6.09,10.27
