bowler,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
Z James,39,753,722.0,22,383,19,2,125.5,5.75,32.82,50.86,34.23
Azmatullah Omarzai,21,428,694.0,22,150,19,0,71.3,9.73,31.55,35.05,19.45
Wahidullah Sahak,17,257,337.0,22,113,15,2,42.8,7.87,15.32,43.97,11.68
Bipul Sharma,28,426,572.0,22,139,10,0,71.0,8.06,26.0,32.63,19.36
Xu Qian,21,465,269.0,22,309,13,0,77.5,3.47,12.23,66.45,21.14
M Sarenac,23,357,512.0,22,150,39,5,59.5,8.61,23.27,42.02,16.23
Fayaz Khan,18,326,428.0,22,138,14,2,54.3,7.88,19.45,42.33,14.82
U Peace,23,440,310.0,22,263,10,2,73.3,4.23,14.09,59.77,20.0
K Santokie,14,293,368.0,22,130,9,0,48.8,7.54,16.73,44.37,13.32
RR Sarwan,35,1105,866.0,22,593,17,1,184.2,4.7,39.36,53.67,50.23
D Abeyrathna,20,322,373.0,22,139,6,0,53.7,6.95,16.95,43.17,14.64
Irfan Hafejee,15,311,351.0,22,148,15,5,51.8,6.77,15.95,47.59,14.14
MM Penfold,26,741,686.0,22,413,63,6,123.5,5.55,31.18,55.74,33.68
P Cuinica,22,449,410.0,22,276,75,1,74.8,5.48,18.64,61.47,20.41
VY Mahesh,17,346,499.0,22,127,13,7,57.7,8.65,22.68,36.71,15.73
Jubair Hossain,9,844,627.0,22,492,0,3,140.7,4.46,28.5,58.29,38.36
SY Win,15,252,192.0,22,130,17,0,42.0,4.57,8.73,51.59,11.45
A Karmacharya,20,294,226.0,22,167,14,1,49.0,4.61,10.27,56.8,13.36
Anwar Rahman,17,326,323.0,22,148,5,1,54.3,5.94,14.68,45.4,14.82
EL Bartram,28,422,446.0,22,225,52,1,70.3,6.34,20.27,53.32,19.18
NK Aneesh Kumar,26,518,574.0,22,237,7,0,86.3,6.65,26.09,45.75,23.55
MPP San,22,372,308.0,22,202,35,0,62.0,4.97,14.0,54.3,16.91
SC Getkate,21,458,492.0,22,211,10,2,76.3,6.45,22.36,46.07,20.82
R Ova,16,304,213.0,22,183,19,2,50.7,4.2,9.68,60.2,13.82
Maahi Madhavan,17,337,325.0,22,180,5,1,56.2,5.79,14.77,53.41,15.32
T Taylor,18,332,397.0,22,155,21,1,55.3,7.17,18.05,46.69,15.09
T Rossi,21,352,413.0,21,186,32,2,58.7,7.04,19.67,52.84,16.76
SP Jones,10,1068,748.0,21,720,14,8,178.0,4.2,35.62,67.42,50.86
JK Kamande,21,748,674.0,21,372,25,1,124.7,5.41,32.1,49.73,35.62
JJ Krejza,10,1168,893.0,21,665,6,0,194.7,4.59,42.52,56.93,55.62
HN Ya France,36,883,730.0,21,502,20,0,147.2,4.96,34.76,56.85,42.05
Mohammad Asghar,20,364,465.0,21,144,3,0,60.7,7.66,22.14,39.56,17.33
Viktoria Frey,15,317,319.0,21,187,100,17,52.8,6.04,15.19,58.99,15.1
Amir Farooq,18,368,487.0,21,156,15,9,61.3,7.94,23.19,42.39,17.52
Waji Ul Hassan,24,367,466.0,21,135,10,1,61.2,7.62,22.19,36.78,17.48
Mirab Razwan,16,343,332.0,21,163,36,9,57.2,5.81,15.81,47.52,16.33
JM Davison,17,654,554.0,21,318,13,0,109.0,5.08,26.38,48.62,31.14
PK Matautaava,17,336,326.0,21,162,17,0,56.0,5.82,15.52,48.21,16.0
GK Berg,15,295,319.0,21,149,6,1,49.2,6.49,15.19,50.51,14.05
Anshuman Rath,19,475,397.0,21,253,5,3,79.2,5.01,18.9,53.26,22.62
AA Gajic,15,291,381.0,21,125,12,2,48.5,7.86,18.14,42.96,13.86
L Maritz,24,484,513.0,21,234,27,11,80.7,6.36,24.43,48.35,23.05
PE Kulume,23,353,305.0,21,197,25,2,58.8,5.18,14.52,55.81,16.81
Zon Lin,22,322,262.0,21,212,51,3,53.7,4.88,12.48,65.84,15.33
F Stoman,17,356,386.0,21,177,24,2,59.3,6.51,18.38,49.72,16.95
F Mutua,17,235,290.0,21,99,16,4,39.2,7.4,13.81,42.13,11.19
F Odhiambo,26,374,313.0,21,209,11,2,62.3,5.02,14.9,55.88,17.81
Mukesh Choudhary,20,394,630.0,21,169,22,1,65.7,9.59,30.0,42.89,18.76
E Mathew,20,344,464.0,21,135,16,3,57.3,8.09,22.1,39.24,16.38
MO Jones,20,534,503.0,21,280,21,4,89.0,5.65,23.95,52.43,25.43
Luqman Butt,31,518,624.0,21,249,23,0,86.3,7.23,29.71,48.07,24.67
Taranjit Singh,15,299,343.0,21,122,21,2,49.8,6.88,16.33,40.8,14.24
R Choden,17,299,258.0,21,162,18,0,49.8,5.18,12.29,54.18,14.24
Shashikant Laxman,15,301,267.0,21,159,8,0,50.2,5.32,12.71,52.82,14.33
Alok Kapali,32,950,785.0,21,482,11,0,158.3,4.96,37.38,50.74,45.24
Bilal Asif,9,1319,539.0,21,975,1,1,219.8,2.45,25.67,73.92,62.81
Anureet Singh,22,419,623.0,21,152,11,7,69.8,8.92,29.67,36.28,19.95
TJG Pringle,26,619,674.0,21,250,4,0,103.2,6.53,32.1,40.39,29.48
Ali Masood,15,254,357.0,21,109,22,2,42.3,8.43,17.0,42.91,12.1
I van der Woning,30,469,508.0,21,260,45,6,78.2,6.5,24.19,55.44,22.33
I Wardlaw,13,628,624.0,21,358,19,0,104.7,5.96,29.71,57.01,29.9
Junaid Siddiqui,28,744,634.0,21,359,14,1,124.0,5.11,30.19,48.25,35.43
NM Odhiambo,27,451,574.0,21,180,24,1,75.2,7.64,27.33,39.91,21.48
Karri Gullem Keen,15,323,297.0,21,180,32,3,53.8,5.52,14.14,55.73,15.38
R Padunglerd,26,355,343.0,21,183,14,7,59.2,5.8,16.33,51.55,16.9
Thuya Aung,20,358,359.0,21,172,11,0,59.7,6.02,17.1,48.04,17.05
J Tuffin,17,360,390.0,21,184,13,0,60.0,6.5,18.57,51.11,17.14
S Mosweu,24,370,344.0,21,210,30,0,61.7,5.58,16.38,56.76,17.62
D Robson,13,312,314.0,21,162,12,1,52.0,6.04,14.95,51.92,14.86
D Foerster,27,393,297.0,21,226,28,3,65.5,4.53,14.14,57.51,18.71
XSD Smith,14,289,230.0,21,154,5,1,48.2,4.78,10.95,53.29,13.76
IT Guha,8,803,365.0,21,627,8,16,133.8,2.73,17.38,78.08,38.24
IECM Wong,21,616,608.0,21,351,23,4,102.7,5.92,28.95,56.98,29.33
A Martel,22,386,426.0,21,154,6,1,64.3,6.62,20.29,39.9,18.38
D Lohia,21,349,301.0,21,181,14,3,58.2,5.17,14.33,51.86,16.62
RMAM Avery,17,193,162.0,21,106,19,0,32.2,5.04,7.71,54.92,9.19
M Shahbaz Butt,15,330,309.0,21,162,7,1,55.0,5.62,14.71,49.09,15.71
NR Johns-Wickberg,16,334,363.0,21,177,17,1,55.7,6.52,17.29,52.99,15.9
SS Pathirana,23,861,839.0,21,372,13,1,143.5,5.85,39.95,43.21,41.0
MJ Ansell,20,424,392.0,21,231,9,1,70.7,5.55,18.67,54.48,20.19
M Yunusu Issa,22,326,388.0,21,155,11,2,54.3,7.14,18.48,47.55,15.52
M Yanagida,21,357,275.0,21,178,17,18,59.5,4.62,13.1,49.86,17.0
Suhrawadi Shuvo,19,1068,730.0,21,624,8,2,178.0,4.1,34.76,58.43,50.86
SH Johnson,21,506,710.0,21,231,25,2,84.3,8.42,33.81,45.65,24.1
ROC Dunka,24,436,580.0,21,194,32,4,72.7,7.98,27.62,44.5,20.76
J Butler,16,250,318.0,21,98,17,1,41.7,7.63,15.14,39.2,11.9
OD Hald,21,333,389.0,21,163,15,0,55.5,7.01,18.52,48.95,15.86
Nadeem Khan,13,397,357.0,21,194,1,1,66.2,5.4,17.0,48.87,18.9
Zuhaib Zubair,23,471,540.0,21,189,6,3,78.5,6.88,25.71,40.13,22.43
Zeefa Jilani,21,351,301.0,21,171,17,2,58.5,5.15,14.33,48.72,16.71
FO Kibasu,18,267,274.0,20,113,6,1,44.5,6.16,13.7,42.32,13.35
S MacMahon,27,644,578.0,20,333,43,2,107.3,5.39,28.9,51.71,32.2
K Fubler,13,269,198.0,20,149,4,0,44.8,4.42,9.9,55.39,13.45
TR Sadhu,20,584,551.0,20,338,22,0,97.3,5.66,27.55,57.88,29.2
S Nisansala,20,559,498.0,20,255,12,1,93.2,5.35,24.9,45.62,27.95
KS Lokuarachchi,16,696,547.0,20,355,9,0,116.0,4.72,27.35,51.01,34.8
KS Bagabena,33,481,554.0,20,234,31,2,80.2,6.91,27.7,48.65,24.05
C Pengkumta,25,384,455.0,20,173,28,0,64.0,7.11,22.75,45.05,19.2
O Lefaga,12,248,174.0,20,172,19,8,41.3,4.21,8.7,69.35,12.4
Khurram Chohan,13,542,485.0,20,310,9,5,90.3,5.37,24.25,57.2,27.1
A Dhabe,14,318,339.0,20,148,3,0,53.0,6.4,16.95,46.54,15.9
Farhad Reza,35,967,1043.0,20,468,19,7,161.2,6.47,52.15,48.4,48.35
J Suchith,21,420,602.0,20,142,14,0,70.0,8.6,30.1,33.81,21.0
A Fujikawa,19,361,325.0,20,177,26,1,60.2,5.4,16.25,49.03,18.05
S Wetoto,11,193,175.0,20,89,5,0,32.2,5.44,8.75,46.11,9.65
L Qiao,13,264,147.0,20,177,16,0,44.0,3.34,7.35,67.05,13.2
CJ Langford,16,301,322.0,20,157,19,1,50.2,6.42,16.1,52.16,15.05
JM Kemp,36,702,568.0,20,383,23,2,117.0,4.85,28.4,54.56,35.1
CL White,32,946,796.0,20,500,23,1,157.7,5.05,39.8,52.85,47.3
S Walaza,26,450,403.0,20,249,21,1,75.0,5.37,20.15,55.33,22.5
Zafar Gohar,18,530,602.0,20,246,16,0,88.3,6.82,30.1,46.42,26.5
W Moutswi,19,353,245.0,20,221,46,5,58.8,4.16,12.25,62.61,17.65
F Akankwasa,18,318,325.0,20,142,4,2,53.0,6.13,16.25,44.65,15.9
NND de Silva,33,560,509.0,20,301,33,1,93.3,5.45,25.45,53.75,28.0
JG Bethell,24,629,668.0,20,294,15,0,104.8,6.37,33.4,46.74,31.45
JJC Lawson,7,783,622.0,20,512,11,14,130.5,4.77,31.1,65.39,39.15
YS Blagg,11,188,151.0,20,136,48,4,31.3,4.82,7.55,72.34,9.4
NM Salonen,14,288,327.0,20,145,22,1,48.0,6.81,16.35,50.35,14.4
ACF Stokes,16,318,319.0,20,153,8,0,53.0,6.02,15.95,48.11,15.9
B Phelenyane,18,387,433.0,20,202,61,13,64.5,6.71,21.65,52.2,19.35
NE Farrant,18,480,471.0,20,272,18,0,80.0,5.89,23.55,56.67,24.0
Sania Khan,17,350,337.0,20,179,13,0,58.3,5.78,16.85,51.14,17.5
A Stocks,14,281,227.0,20,130,16,3,46.8,4.85,11.35,46.26,14.05
BJ Hodge,26,330,397.0,20,122,5,0,55.0,7.22,19.85,36.97,16.5
D Johnson,20,336,458.0,20,135,18,0,56.0,8.18,22.9,40.18,16.8
D Mohammed,7,872,594.0,20,550,3,0,145.3,4.09,29.7,63.07,43.6
Sangita Rai,15,249,197.0,20,119,4,0,41.5,4.75,9.85,47.79,12.45
T Iosefo,13,241,206.0,20,130,14,4,40.2,5.13,10.3,53.94,12.05
P Sabu,10,209,182.0,20,124,33,2,34.8,5.22,9.1,59.33,10.45
Sultan Ahmed (2),21,450,418.0,20,234,10,0,75.0,5.57,20.9,52.0,22.5
Ubaid Shah,19,358,579.0,20,147,10,3,59.7,9.7,28.95,41.06,17.9
A Merritt,19,381,420.0,20,171,29,3,63.5,6.61,21.0,44.88,19.05
Amir Hayat,13,534,485.0,20,294,20,1,89.0,5.45,24.25,55.06,26.7
Tashi Phuntsho,14,252,218.0,20,156,14,0,42.0,5.19,10.9,61.9,12.6
PLS Gamage,14,1533,965.0,20,1039,10,19,255.5,3.78,48.25,67.78,76.65
A Reyes,20,270,370.0,20,109,20,3,45.0,8.22,18.5,40.37,13.5
Azyan Farhath,14,225,220.0,20,108,4,2,37.5,5.87,11.0,48.0,11.25
A Shahi,17,303,384.0,20,128,28,3,50.5,7.6,19.2,42.24,15.15
KM Dabengwa,29,1109,910.0,20,596,16,1,184.8,4.92,45.5,53.74,55.45
A Venkatesh,11,194,213.0,20,85,5,0,32.3,6.59,10.65,43.81,9.7
PM Liyanagamage,18,529,671.0,20,230,38,2,88.2,7.61,33.55,43.48,26.45
H Venkataram,12,260,327.0,20,109,22,1,43.3,7.55,16.35,41.92,13.0
Tanvir Ahmed (1),7,780,511.0,20,555,5,19,130.0,3.93,25.55,71.15,39.0
A Mithun,25,1202,1131.0,20,716,27,14,200.3,5.65,56.55,59.57,60.1
G Wetherall,16,318,320.0,20,151,31,6,53.0,6.04,16.0,47.48,15.9
NA Greenwood,20,348,344.0,20,144,5,0,58.0,5.93,17.2,41.38,17.4
RL Johnson,9,556,298.0,20,408,12,3,92.7,3.22,14.9,73.38,27.8
RJ Kirtley,7,967,537.0,20,707,8,8,161.2,3.33,26.85,73.11,48.35
N Tanner,16,258,319.0,20,110,14,2,43.0,7.42,15.95,42.64,12.9
A Galan,14,280,209.0,19,146,10,1,46.7,4.48,11.0,52.14,14.74
Ammar Khalid,11,355,320.0,19,204,12,1,59.2,5.41,16.84,57.46,18.68
E Kabwere,10,200,154.0,19,128,24,1,33.3,4.62,8.11,64.0,10.53
Muhammad Saqlain,13,231,313.0,19,109,36,2,38.5,8.13,16.47,47.19,12.16
Shah Faisal,15,397,470.0,19,208,17,1,66.2,7.1,24.74,52.39,20.89
SM Nash,17,309,396.0,19,136,15,2,51.5,7.69,20.84,44.01,16.26
Delawar Khan,21,336,410.0,19,147,10,5,56.0,7.32,21.58,43.75,17.68
DC Smith,24,395,508.0,19,155,20,2,65.8,7.72,26.74,39.24,20.79
Meghna Rajan,10,208,88.0,19,156,11,1,34.7,2.54,4.63,75.0,10.95
B Niaz,13,204,219.0,19,90,4,0,34.0,6.44,11.53,44.12,10.74
MWR Stokes,27,437,517.0,19,171,4,0,72.8,7.1,27.21,39.13,23.0
Akhil Anil,19,332,366.0,19,147,20,0,55.3,6.61,19.26,44.28,17.47
DAM Louis,12,229,288.0,19,79,5,1,38.2,7.55,15.16,34.5,12.05
L Karlsson,14,245,250.0,19,121,6,0,40.8,6.12,13.16,49.39,12.89
M Hundal,11,215,191.0,19,102,2,5,35.8,5.33,10.05,47.44,11.32
Gurpratap Singh,10,212,233.0,19,106,8,8,35.3,6.59,12.26,50.0,11.16
DJ Hooda,47,618,738.0,19,222,17,0,103.0,7.17,38.84,35.92,32.53
R Nehonde,18,298,349.0,19,123,14,0,49.7,7.03,18.37,41.28,15.68
D Marks,17,364,540.0,19,138,26,2,60.7,8.9,28.42,37.91,19.16
D Visser,14,276,349.0,19,101,5,0,46.0,7.59,18.37,36.59,14.53
IC Pandey,24,464,591.0,19,223,5,2,77.3,7.64,31.11,48.06,24.42
NB Mahwire,14,1007,779.0,19,668,32,27,167.8,4.64,41.0,66.34,53.0
R Parag,40,448,652.0,19,122,16,1,74.7,8.73,34.32,27.23,23.58
Umer Khan,15,306,397.0,19,113,8,0,51.0,7.78,20.89,36.93,16.11
Atif-Ur-Rehman,16,320,288.0,19,182,19,2,53.3,5.4,15.16,56.88,16.84
SEA Ruck,14,524,403.0,19,341,18,1,87.3,4.61,21.21,65.08,27.58
J Evans,9,199,223.0,19,89,8,1,33.2,6.72,11.74,44.72,10.47
R Mangal,17,248,341.0,19,91,11,1,41.3,8.25,17.95,36.69,13.05
B Kgosiemang,22,364,466.0,19,166,11,1,60.7,7.68,24.53,45.6,19.16
B Laughlin,20,524,698.0,19,207,16,1,87.3,7.99,36.74,39.5,27.58
H Bharadwaj,12,270,234.0,19,123,8,0,45.0,5.2,12.32,45.56,14.21
CB Roposo,14,253,273.0,19,113,6,3,42.2,6.47,14.37,44.66,13.32
KM Chingaipe,15,282,249.0,19,173,26,2,47.0,5.3,13.11,61.35,14.84
S Kushretha,11,252,267.0,19,122,4,0,42.0,6.36,14.05,48.41,13.26
A Ashish Reddy,20,264,396.0,19,83,6,2,44.0,9.0,20.84,31.44,13.89
Jakob Gul,11,262,318.0,19,103,14,4,43.7,7.28,16.74,39.31,13.79
Jahandad Khan,24,376,654.0,19,128,9,4,62.7,10.44,34.42,34.04,19.79
K Chigora,17,454,495.0,19,248,66,8,75.7,6.54,26.05,54.63,23.89
S Sharma,14,426,288.0,19,288,17,0,71.0,4.06,15.16,67.61,22.42
Yasar Haroon,16,312,296.0,19,152,10,0,52.0,5.69,15.58,48.72,16.42
L Denny,13,276,339.0,19,122,12,1,46.0,7.37,17.84,44.2,14.53
Abdul Naser Baluch,13,275,320.0,19,138,27,0,45.8,6.98,16.84,50.18,14.47
Sameera Khan,25,362,362.0,19,177,33,2,60.3,6.0,19.05,48.9,19.05
M Joshi,19,645,504.0,18,417,15,1,107.5,4.69,28.0,64.65,35.83
TS Roland-Jones,5,578,368.0,18,433,1,0,96.3,3.82,20.44,74.91,32.11
A Bester,9,168,158.0,18,96,13,0,28.0,5.64,8.78,57.14,9.33
KC Thompson,16,334,200.0,18,208,13,0,55.7,3.59,11.11,62.28,18.56
Murid Ekrami,17,343,398.0,18,159,11,2,57.2,6.96,22.11,46.36,19.06
Mohammad Aadil Alam,15,399,317.0,18,221,9,3,66.5,4.77,17.61,55.39,22.17
A Krishna,14,261,381.0,18,91,2,1,43.5,8.76,21.17,34.87,14.5
VD Adewoye,21,290,382.0,18,103,11,3,48.3,7.9,21.22,35.52,16.11
J Ajiambo,16,289,218.0,18,163,16,4,48.2,4.53,12.11,56.4,16.06
EAS Ferrary,11,212,155.0,18,147,24,5,35.3,4.39,8.61,69.34,11.78
SFS Cheema,14,189,255.0,18,84,19,3,31.5,8.1,14.17,44.44,10.5
D Panda,11,209,256.0,18,85,8,0,34.8,7.35,14.22,40.67,11.61
PW Borren,35,833,842.0,18,343,12,1,138.8,6.06,46.78,41.18,46.28
R Baaleri,12,218,263.0,18,94,1,0,36.3,7.24,14.61,43.12,12.11
Mohammad Shahzad (2),16,344,377.0,18,154,5,0,57.3,6.58,20.94,44.77,19.11
Sheraz Sheikh,18,247,312.0,18,97,8,0,41.2,7.58,17.33,39.27,13.72
Sher Sahak,15,209,241.0,18,99,14,3,34.8,6.92,13.39,47.37,11.61
AK Gokoel,13,264,270.0,18,119,6,0,44.0,6.14,15.0,45.08,14.67
M Taylor,23,468,539.0,18,236,23,1,78.0,6.91,29.94,50.43,26.0
Karuna Bhandari,14,254,127.0,18,169,2,2,42.3,3.0,7.06,66.54,14.11
FA Cossa,16,318,377.0,18,131,13,0,53.0,7.11,20.94,41.19,17.67
TL Chivanga,14,1022,886.0,18,631,24,22,170.3,5.2,49.22,61.74,56.78
KS Airee,13,322,331.0,18,161,18,3,53.7,6.17,18.39,50.0,17.89
SA Campbelle,22,482,417.0,18,235,36,1,80.3,5.19,23.17,48.76,26.78
L Erdenebulgan,12,256,412.0,18,90,24,4,42.7,9.66,22.89,35.16,14.22
BM Wheeler,12,439,531.0,18,235,20,2,73.2,7.26,29.5,53.53,24.39
Rasikh Salam,19,353,598.0,18,108,15,3,58.8,10.16,33.22,30.59,19.61
Cai Yuzhi,14,206,189.0,18,102,15,3,34.3,5.5,10.5,49.51,11.44
Asad Ali Rehemtulla,15,281,404.0,18,114,16,1,46.8,8.63,22.44,40.57,15.61
AG Wharf,12,557,398.0,18,348,5,21,92.8,4.29,22.11,62.48,30.94
Abhishek Sharma,55,531,789.0,18,150,10,1,88.5,8.92,43.83,28.25,29.5
JAR Blain,12,445,347.0,18,284,13,3,74.2,4.68,19.28,63.82,24.72
V Kohli,100,1250,1336.0,18,468,16,10,208.3,6.41,74.22,37.44,69.44
C Wijesinghe,10,230,168.0,18,158,53,8,38.3,4.38,9.33,68.7,12.78
ZL Thoon,12,256,156.0,18,156,24,1,42.7,3.66,8.67,60.94,14.22
S Immadi,29,771,575.0,18,430,13,0,128.5,4.47,31.94,55.77,42.83
Abdul Samad,20,265,285.0,18,144,4,0,44.2,6.45,15.83,54.34,14.72
S Dhadwal,20,315,302.0,18,162,30,2,52.5,5.75,16.78,51.43,17.5
TBM de Leede,11,467,407.0,18,268,17,0,77.8,5.23,22.61,57.39,25.94
AL Mundundo,18,281,232.0,18,163,39,6,46.8,4.95,12.89,58.01,15.61
ZB Lion-Cachet,19,369,373.0,18,168,6,1,61.5,6.07,20.72,45.53,20.5
SA Panayan,20,362,430.0,18,144,25,1,60.3,7.13,23.89,39.78,20.11
BM Halliday,30,416,402.0,18,188,12,4,69.3,5.8,22.33,45.19,23.11
M Jele,19,280,379.0,18,140,42,4,46.7,8.12,21.06,50.0,15.56
Joginder Sharma,21,416,605.0,18,148,15,7,69.3,8.73,33.61,35.58,23.11
C Chatonzwa,19,445,448.0,18,219,6,1,74.2,6.04,24.89,49.21,24.72
A Ashokan,18,342,435.0,18,135,21,0,57.0,7.63,24.17,39.47,19.0
O Matsolo,16,294,316.0,18,163,39,6,49.0,6.45,17.56,55.44,16.33
Faheem Nazir,15,244,305.0,18,123,14,0,40.7,7.5,16.94,50.41,13.56
AS van Beuge,17,391,360.0,18,192,6,0,65.2,5.52,20.0,49.1,21.72
JWM Dalrymple,26,871,705.0,18,431,29,1,145.2,4.86,39.17,49.48,48.39
G Singh,17,361,325.0,18,195,6,0,60.2,5.4,18.06,54.02,20.06
BG Illing,17,658,576.0,18,404,51,4,109.7,5.25,32.0,61.4,36.56
Akhil Kumar,17,385,403.0,18,189,15,2,64.2,6.28,22.39,49.09,21.39
D Elgar,38,1133,740.0,18,696,1,1,188.8,3.92,41.11,61.43,62.94
N Nojic,10,226,166.0,18,139,26,3,37.7,4.41,9.22,61.5,12.56
Nyeing Cham Soe,15,215,299.0,17,96,25,0,35.8,8.34,17.59,44.65,12.65
K Kubota,15,212,179.0,17,126,19,0,35.3,5.07,10.53,59.43,12.47
S Kato,22,431,361.0,17,240,30,3,71.8,5.03,21.24,55.68,25.35
C Perry,15,305,302.0,17,166,31,0,50.8,5.94,17.76,54.43,17.94
S Nsubuga,15,254,294.0,17,115,3,1,42.3,6.94,17.29,45.28,14.94
Asif Shaikh,14,297,318.0,17,127,3,1,49.5,6.42,18.71,42.76,17.47
C Munro,44,832,793.0,17,388,13,0,138.7,5.72,46.65,46.63,48.94
Ziaur Rahman,18,605,460.0,17,362,6,2,100.8,4.56,27.06,59.83,35.59
Zeeshan Kukikhel,12,237,335.0,17,104,20,0,39.5,8.48,19.71,43.88,13.94
J Singye,23,382,430.0,17,156,12,0,63.7,6.75,25.29,40.84,22.47
M Gaur,23,508,455.0,17,292,34,2,84.7,5.37,26.76,57.48,29.88
M Dixit,20,341,428.0,17,119,17,0,56.8,7.53,25.18,34.9,20.06
Aftab Hussain,10,228,248.0,17,94,13,0,38.0,6.53,14.59,41.23,13.41
Rizwan Cheema,21,637,613.0,17,301,4,2,106.2,5.77,36.06,47.25,37.47
Robert Raina,11,145,145.0,17,72,8,1,24.2,6.0,8.53,49.66,8.53
LR Shukla,27,316,447.0,17,117,10,2,52.7,8.49,26.29,37.03,18.59
V Phiri,11,204,176.0,17,106,12,1,34.0,5.18,10.35,51.96,12.0
Ashwani Kumar,10,185,334.0,17,59,11,2,30.8,10.83,19.65,31.89,10.88
O Ranedoumoun,16,289,241.0,17,163,29,1,48.2,5.0,14.18,56.4,17.0
A Dhingra,14,243,329.0,17,84,12,0,40.5,8.12,19.35,34.57,14.29
W Ngowhuad,12,195,312.0,17,84,10,2,32.5,9.6,18.35,43.08,11.47
A Zimunu,23,628,637.0,17,349,63,3,104.7,6.09,37.47,55.57,36.94
T Trajkovic,7,144,125.0,17,90,30,6,24.0,5.21,7.35,62.5,8.47
Fazalhaq Farooqi,18,393,620.0,17,140,18,0,65.5,9.47,36.47,35.62,23.12
L Shafeeg,19,320,434.0,17,130,14,0,53.3,8.14,25.53,40.62,18.82
L Ostergaard,13,266,227.0,17,142,19,2,44.3,5.12,13.35,53.38,15.65
K Kato-Stafford,12,154,125.0,17,92,16,2,25.7,4.87,7.35,59.74,9.06
P Shetty,24,462,467.0,17,254,59,0,77.0,6.06,27.47,54.98,27.18
Y Cariah,16,633,665.0,17,304,2,1,105.5,6.3,39.12,48.03,37.24
YA Abdulla,13,252,351.0,17,115,15,1,42.0,8.36,20.65,45.63,14.82
Imran Ameer,20,417,464.0,17,180,8,0,69.5,6.68,27.29,43.17,24.53
RG Aga,17,373,331.0,17,191,9,3,62.2,5.32,19.47,51.21,21.94
DAL Paramitha,17,312,209.0,17,207,24,6,52.0,4.02,12.29,66.35,18.35
D Vihanga,9,504,395.0,17,267,7,0,84.0,4.7,23.24,52.98,29.65
Ilyas Ahmed,16,302,386.0,17,144,22,2,50.3,7.67,22.71,47.68,17.76
Syeda Aroob Shah,20,492,470.0,17,231,7,1,82.0,5.73,27.65,46.95,28.94
G Mallett,9,169,147.0,17,77,11,1,28.2,5.22,8.65,45.56,9.94
WJ Cope,17,302,387.0,17,131,20,2,50.3,7.69,22.76,43.38,17.76
BG Lister,16,461,559.0,17,194,18,0,76.8,7.28,32.88,42.08,27.12
MD Dai,17,660,504.0,17,364,11,0,110.0,4.58,29.65,55.15,38.82
Samiullah Rahmani,12,196,225.0,17,77,4,3,32.7,6.89,13.24,39.29,11.53
A Turkmen,15,325,372.0,17,147,25,1,54.2,6.87,21.88,45.23,19.12
DC Stovell,15,260,290.0,17,109,6,1,43.3,6.69,17.06,41.92,15.29
I Muhawenimana,25,435,364.0,17,273,51,9,72.5,5.02,21.41,62.76,25.59
MN Waller,34,1056,750.0,17,570,10,0,176.0,4.26,44.12,53.98,62.12
EC Rainsford,24,1076,857.0,17,679,31,15,179.3,4.78,50.41,63.1,63.29
Shahid Nazir,5,864,490.0,17,643,0,18,144.0,3.4,28.82,74.42,50.82
R Bakum,14,205,264.0,17,91,13,0,34.2,7.73,15.53,44.39,12.06
HL Tau,20,363,332.0,17,172,8,3,60.5,5.49,19.53,47.38,21.35
Hassnain Shah,14,465,502.0,17,221,18,1,77.5,6.48,29.53,47.53,27.35
AL Stephen,15,280,350.0,17,117,12,3,46.7,7.5,20.59,41.79,16.47
Tanvir Islam,13,510,454.0,17,263,2,0,85.0,5.34,26.71,51.57,30.0
SN Swamy,8,180,199.0,17,77,6,0,30.0,6.63,11.71,42.78,10.59
DR Hooper,17,330,386.0,17,128,11,1,55.0,7.02,22.71,38.79,19.41
Han Lili,9,200,120.0,17,110,5,2,33.3,3.6,7.06,55.0,11.76
SS Grimmond,22,427,405.0,17,191,17,2,71.2,5.69,23.82,44.73,25.12
DS Rathi,20,482,704.0,17,139,12,2,80.3,8.76,41.41,28.84,28.35
Mominul Haque,51,1063,754.0,17,570,1,0,177.2,4.26,44.35,53.62,62.53
Muhammad Arfan,12,238,257.0,17,89,11,0,39.7,6.48,15.12,37.39,14.0
HB Shipley,12,465,500.0,17,232,22,0,77.5,6.45,29.41,49.89,27.35
HAM Samuddika,21,612,509.0,17,301,16,0,102.0,4.99,29.94,49.18,36.0
N Benjamin,18,274,226.0,17,148,9,1,45.7,4.95,13.29,54.01,16.12
A Natubhai Ahir,18,341,288.0,17,177,7,0,56.8,5.07,16.94,51.91,20.06
PHKD Mendis,41,643,736.0,17,262,13,1,107.2,6.87,43.29,40.75,37.82
A Savvani,22,401,409.0,17,187,44,6,66.8,6.12,24.06,46.63,23.59
Muhammad Farooq,16,336,396.0,17,151,12,0,56.0,7.07,23.29,44.94,19.76
Mujeeb-ur-Rehman,21,362,428.0,17,155,5,2,60.3,7.09,25.18,42.82,21.29
H Agarwal,18,331,323.0,17,172,28,1,55.2,5.85,19.0,51.96,19.47
H Dhavina,23,436,404.0,17,211,8,6,72.7,5.56,23.76,48.39,25.65
