bowler,opponent,format,innings,balls,runs_given,wickets,dot_balls,economy,average,dot_pct
A Kalasi,Qatar,T20I,1,18,18,0,7,6.0,18.0,38.89
A Kalasi,United Arab Emirates,T20I,1,25,36,0,9,8.64,36.0,36.0
A Kamboj,Delhi Capitals,IPL,2,49,84,4,18,10.29,21.0,36.73
A Kamboj,England,Test,1,112,93,1,67,4.98,93.0,59.82
A Kamboj,Gujarat Titans,IPL,2,33,29,3,19,5.27,9.67,57.58
A Kamboj,Kolkata Knight Riders,IPL,4,73,113,5,24,9.29,22.6,32.88
A Kamboj,Lucknow Super Giants,IPL,2,36,68,1,13,11.33,68.0,36.11
A Kamboj,Mumbai Indians,IPL,2,42,43,4,24,6.14,10.75,57.14
A Kamboj,Punjab Kings,IPL,2,35,64,2,12,10.97,32.0,34.29
A Kamboj,Rajasthan Royals,IPL,2,36,48,3,16,8.0,16.0,44.44
A Kamboj,Royal Challengers Bengaluru,IPL,2,43,77,1,13,10.74,77.0,30.23
A Kamboj,Sunrisers Hyderabad,IPL,3,62,83,5,31,8.03,16.6,50.0
A Kanada,Hong Kong,T20I,2,18,28,3,8,9.33,9.33,44.44
A Kanukuntla,Finland,T20I,1,18,20,0,6,6.67,20.0,33.33
A Kanukuntla,Greece,T20I,2,48,20,2,34,2.5,10.0,70.83
A Kanukuntla,Ireland,T20I,2,24,34,0,9,8.5,34.0,37.5
A Kanukuntla,Italy,T20I,3,48,49,4,23,6.12,12.25,47.92
A Kanukuntla,Netherlands,T20I,1,18,31,0,6,10.33,31.0,33.33
A Kanukuntla,Norway,T20I,1,18,15,0,13,5.0,15.0,72.22
A Kanukuntla,Spain,T20I,1,12,15,0,6,7.5,15.0,50.0
A Kanwal,Japan,T20I,1,13,16,1,4,7.38,16.0,30.77
A Karmacharya,Bahrain,T20I,1,12,3,2,10,1.5,1.5,83.33
A Karmacharya,Bhutan,T20I,2,30,9,1,23,1.8,9.0,76.67
A Karmacharya,Hong Kong,T20I,3,36,31,1,20,5.17,31.0,55.56
A Karmacharya,Japan,T20I,2,36,25,2,19,4.17,12.5,52.78
A Karmacharya,Kuwait,T20I,2,30,26,1,16,5.2,26.0,53.33
A Karmacharya,Malaysia,T20I,4,49,63,3,18,7.71,21.0,36.73
A Karmacharya,Maldives,T20I,1,24,7,4,20,1.75,1.75,83.33
A Karmacharya,Tanzania,T20I,1,12,16,1,4,8.0,16.0,33.33
A Karmacharya,Uganda,T20I,3,42,36,2,21,5.14,18.0,50.0
A Karmacharya,United Arab Emirates,T20I,1,23,10,5,16,2.61,2.0,69.57
A Karn,Netherlands,T20I,1,24,31,1,5,7.75,31.0,20.83
A Kato-Stafford,China,T20I,1,24,14,2,13,3.5,7.0,54.17
A Kato-Stafford,Hong Kong,T20I,2,36,35,2,20,5.83,17.5,55.56
A Kato-Stafford,Philippines,T20I,1,24,9,1,19,2.25,9.0,79.17
A Kaul,Malaysia,T20I,1,6,10,0,0,10.0,10.0,0.0
A Kaul,Maldives,T20I,1,24,20,3,10,5.0,6.67,41.67
A Kaul,Myanmar,T20I,1,5,1,1,4,1.2,1.0,80.0
A Kayuni,Lesotho,T20I,1,6,12,0,2,12.0,12.0,33.33
A Khaka,Australia,ODI,7,314,269,8,179,5.14,33.62,57.01
A Khaka,Australia,T20I,7,153,219,4,48,8.59,54.75,31.37
A Khaka,Bangladesh,ODI,10,455,246,19,322,3.24,12.95,70.77
A Khaka,Bangladesh,T20I,4,78,84,7,35,6.46,12.0,44.87
A Khaka,England,ODI,15,697,697,17,357,6.0,41.0,51.22
A Khaka,England,T20I,8,164,177,12,69,6.48,14.75,42.07
A Khaka,India,ODI,20,1039,855,25,624,4.94,34.2,60.06
A Khaka,India,T20I,17,362,426,14,156,7.06,30.43,43.09
A Khaka,Ireland,ODI,6,194,76,6,162,2.35,12.67,83.51
A Khaka,Ireland,T20I,2,36,39,1,16,6.5,39.0,44.44
A Khaka,New Zealand,ODI,15,728,570,29,439,4.7,19.66,60.3
A Khaka,New Zealand,T20I,13,294,382,18,108,7.8,21.22,36.73
A Khaka,Pakistan,ODI,12,588,359,21,403,3.66,17.1,68.54
A Khaka,Pakistan,T20I,10,223,284,8,82,7.64,35.5,36.77
A Khaka,Scotland,T20I,1,18,10,1,12,3.33,10.0,66.67
A Khaka,Sri Lanka,ODI,9,335,253,8,206,4.53,31.62,61.49
A Khaka,Sri Lanka,T20I,3,55,69,2,20,7.53,34.5,36.36
A Khaka,Thailand,T20I,1,12,17,0,5,8.5,17.0,41.67
A Khaka,West Indies,ODI,10,473,260,17,339,3.3,15.29,71.67
A Khaka,West Indies,T20I,8,138,125,7,72,5.43,17.86,52.17
A Khan,Finland,T20I,3,41,41,2,23,6.0,20.5,56.1
A Khan,Germany,T20I,2,18,19,0,8,6.33,19.0,44.44
A Khan,Italy,T20I,2,30,31,1,17,6.2,31.0,56.67
A Khan,Jersey,T20I,1,24,25,2,12,6.25,12.5,50.0
A Khan,West Indies,T20I,1,24,34,2,10,8.5,17.0,41.67
A Khan,West Indies,Test,1,187,137,1,131,4.4,137.0,70.05
A Kheterpal,Belgium,T20I,1,24,30,0,11,7.5,30.0,45.83
A Kheterpal,Bulgaria,T20I,1,24,26,2,10,6.5,13.0,41.67
A Kheterpal,Croatia,T20I,2,16,6,2,15,2.25,3.0,93.75
A Kheterpal,Czech Republic,T20I,5,108,169,1,35,9.39,169.0,32.41
A Kheterpal,Gibraltar,T20I,2,40,49,1,16,7.35,49.0,40.0
A Kheterpal,Luxembourg,T20I,1,24,26,1,11,6.5,26.0,45.83
A Kheterpal,Malta,T20I,2,50,57,2,14,6.84,28.5,28.0
A Kheterpal,Romania,T20I,2,48,61,3,18,7.62,20.33,37.5
A Khullar,Denmark,T20I,1,13,10,1,6,4.62,10.0,46.15
A Khullar,Estonia,T20I,2,31,40,0,17,7.74,40.0,54.84
A Khullar,Sweden,T20I,1,16,24,0,4,9.0,24.0,25.0
A Khullar,Switzerland,T20I,1,18,19,1,9,6.33,19.0,50.0
A King,Bangladesh,ODI,4,193,75,5,145,2.33,15.0,75.13
A King,Bangladesh,T20I,1,18,21,0,8,7.0,21.0,44.44
A King,Barbados,T20I,1,24,8,4,17,2.0,2.0,70.83
A King,England,ODI,11,566,429,24,301,4.55,17.88,53.18
A King,England,T20I,5,67,85,4,27,7.61,21.25,40.3
A King,England,Test,3,580,261,13,435,2.7,20.08,75.0
A King,India,ODI,15,619,563,20,286,5.46,28.15,46.2
A King,India,T20I,7,138,202,5,32,8.78,40.4,23.19
A King,India,Test,2,192,120,2,126,3.75,60.0,65.62
A King,Ireland,ODI,1,42,29,0,24,4.14,29.0,57.14
A King,Ireland,T20I,2,42,20,5,25,2.86,4.0,59.52
A King,New Zealand,ODI,3,109,89,8,69,4.9,11.12,63.3
A King,New Zealand,T20I,4,66,86,3,17,7.82,28.67,25.76
A King,Pakistan,ODI,5,222,143,7,136,3.86,20.43,61.26
A King,Pakistan,T20I,5,84,66,8,44,4.71,8.25,52.38
A King,South Africa,ODI,5,177,126,15,108,4.27,8.4,61.02
A King,South Africa,T20I,1,6,6,0,3,6.0,6.0,50.0
A King,South Africa,Test,1,80,17,1,70,1.27,17.0,87.5
A King,Sri Lanka,T20I,1,24,25,0,11,6.25,25.0,45.83
A King,West Indies,ODI,7,312,181,12,199,3.48,15.08,63.78
A King,West Indies,T20I,3,60,55,5,36,5.5,11.0,60.0
A Kirschbaum,Bahamas,T20I,3,49,59,2,26,7.22,29.5,53.06
A Kirschbaum,Belize,T20I,2,48,37,4,26,4.62,9.25,54.17
A Kirschbaum,Bermuda,T20I,4,90,150,2,31,10.0,75.0,34.44
A Kirschbaum,Brazil,T20I,4,96,75,8,46,4.69,9.38,47.92
A Kirschbaum,Canada,T20I,1,13,21,1,7,9.69,21.0,53.85
A Kirschbaum,Cayman Islands,T20I,3,72,46,2,41,3.83,23.0,56.94
A Kirschbaum,Chile,T20I,1,6,2,0,5,2.0,2.0,83.33
A Kirschbaum,Mexico,T20I,5,84,58,8,52,4.14,7.25,61.9
A Kirschbaum,Panama,T20I,2,42,42,1,23,6.0,42.0,54.76
A Kirschbaum,Suriname,T20I,3,72,58,5,39,4.83,11.6,54.17
A Kirschbaum,United States of America,T20I,1,19,23,0,9,7.26,23.0,47.37
A Kohli,Austria,T20I,3,67,43,5,46,3.85,8.6,68.66
A Kohli,Brazil,T20I,1,25,21,2,15,5.04,10.5,60.0
A Kohli,Denmark,T20I,1,19,10,2,14,3.16,5.0,73.68
A Kohli,Finland,T20I,1,25,16,2,15,3.84,8.0,60.0
A Kohli,Greece,T20I,3,73,43,5,49,3.53,8.6,67.12
A Kohli,Ireland,T20I,2,24,43,0,3,10.75,43.0,12.5
A Kohli,Isle of Man,T20I,1,24,30,1,6,7.5,30.0,25.0
A Kohli,Italy,T20I,7,127,150,3,50,7.09,50.0,39.37
A Kohli,Jersey,T20I,4,89,57,5,54,3.84,11.4,60.67
A Kohli,Netherlands,T20I,2,41,91,1,6,13.32,91.0,14.63
A Kohli,Nigeria,T20I,1,19,16,4,12,5.05,4.0,63.16
A Kohli,Norway,T20I,1,25,22,2,15,5.28,11.0,60.0
A Kohli,Spain,T20I,1,25,19,2,10,4.56,9.5,40.0
A Kohli,Sweden,T20I,2,48,42,5,24,5.25,8.4,50.0
A Kohli,Uganda,T20I,1,24,27,0,12,6.75,27.0,50.0
A Konhu,Fiji,T20I,1,25,24,1,11,5.76,24.0,44.0
A Konhu,Vanuatu,T20I,1,12,16,0,4,8.0,16.0,33.33
A Kontopirakis,Ireland,T20I,1,6,11,0,1,11.0,11.0,16.67
A Kontopirakis,Nepal,T20I,1,18,15,1,10,5.0,15.0,55.56
A Kontopirakis,Netherlands,T20I,2,36,32,1,20,5.33,32.0,55.56
A Kontopirakis,Rwanda,T20I,1,6,8,0,3,8.0,8.0,50.0
A Kontopirakis,United States of America,T20I,1,6,11,0,2,11.0,11.0,33.33
A Kontopirakis,Vanuatu,T20I,2,31,34,1,13,6.58,34.0,41.94
A Krishna,Hong Kong,T20I,1,24,26,2,10,6.5,13.0,41.67
A Krishna,Jersey,T20I,1,22,45,1,7,12.27,45.0,31.82
A Krishna,Malaysia,T20I,4,80,100,10,31,7.5,10.0,38.75
A Krishna,Nepal,T20I,3,51,87,2,13,10.24,43.5,25.49
A Krishna,Oman,T20I,1,6,15,0,1,15.0,15.0,16.67
A Krishna,Qatar,T20I,1,18,40,0,5,13.33,40.0,27.78
A Krishna,Thailand,T20I,1,24,21,2,12,5.25,10.5,50.0
A Krishna,United States of America,T20I,1,12,18,0,2,9.0,18.0,16.67
A Krishna,Zimbabwe,T20I,1,24,32,1,10,8.0,32.0,41.67
A Kshirsagar,Croatia,T20I,2,24,32,0,8,8.0,32.0,33.33
A Kshirsagar,Gibraltar,T20I,2,50,64,3,22,7.68,21.33,44.0
A Kumble,Africa XI,ODI,1,60,40,1,33,4.0,40.0,55.0
A Kumble,Australia,ODI,7,356,304,6,186,5.12,50.67,52.25
A Kumble,Australia,Test,9,2790,1610,55,1940,3.46,29.27,69.53
A Kumble,Bangladesh,Test,2,312,197,10,234,3.79,19.7,75.0
A Kumble,Bermuda,ODI,1,56,42,3,41,4.5,14.0,73.21
A Kumble,Chennai Super Kings,IPL,6,144,121,7,66,5.04,17.29,45.83
A Kumble,Deccan Chargers,IPL,8,190,244,13,77,7.71,18.77,40.53
A Kumble,Delhi Daredevils,IPL,5,120,127,5,41,6.35,25.4,34.17
A Kumble,England,ODI,3,161,145,1,78,5.4,145.0,48.45
A Kumble,England,Test,6,1844,928,26,1387,3.02,35.69,75.22
A Kumble,Kings XI Punjab,IPL,6,141,193,4,50,8.21,48.25,35.46
A Kumble,Kolkata Knight Riders,IPL,5,114,104,5,62,5.47,20.8,54.39
A Kumble,Mumbai Indians,IPL,6,134,187,3,40,8.37,62.33,29.85
A Kumble,Netherlands,ODI,1,61,32,4,46,3.15,8.0,75.41
A Kumble,New Zealand,ODI,3,146,96,5,94,3.95,19.2,64.38
A Kumble,New Zealand,Test,1,396,190,3,297,2.88,63.33,75.0
A Kumble,Pakistan,ODI,3,158,143,5,84,5.43,28.6,53.16
A Kumble,Pakistan,Test,6,1810,1044,32,1341,3.46,32.62,74.09
A Kumble,Rajasthan Royals,IPL,6,127,113,12,61,5.34,9.42,48.03
A Kumble,South Africa,ODI,3,162,99,3,94,3.67,33.0,58.02
A Kumble,South Africa,Test,7,2237,986,29,1716,2.64,34.0,76.71
A Kumble,Sri Lanka,ODI,2,120,114,0,51,5.7,114.0,42.5
A Kumble,Sri Lanka,Test,4,1175,595,15,856,3.04,39.67,72.85
A Kumble,West Indies,ODI,2,102,94,3,57,5.53,31.33,55.88
A Kumble,West Indies,Test,4,1368,687,23,1049,3.01,29.87,76.68
A Kumble,Zimbabwe,ODI,2,120,83,1,67,4.15,83.0,55.83
A Kumble,Zimbabwe,Test,1,236,118,3,184,3.0,39.33,77.97
A Kuthalingham,Costa Rica,T20I,1,12,6,0,7,3.0,6.0,58.33
A Kuthalingham,Mexico,T20I,1,18,18,1,7,6.0,18.0,38.89
A Lazic,Cyprus,T20I,1,6,13,0,0,13.0,13.0,0.0
A Lazic,Slovenia,T20I,1,6,16,0,0,16.0,16.0,0.0
A Le Ray,Norway,T20I,1,24,20,1,10,5.0,20.0,41.67
A Levaci,France,T20I,1,7,7,1,6,6.0,7.0,85.71
A Levaci,Indonesia,T20I,1,7,13,0,2,11.14,13.0,28.57
A Levaci,Japan,T20I,2,43,61,5,20,8.51,12.2,46.51
A Levaci,Philippines,T20I,1,18,6,1,15,2.0,6.0,83.33
A Levaci,Vanuatu,T20I,1,18,15,1,10,5.0,15.0,55.56
A Limdawala,Bahrain,T20I,6,66,89,1,24,8.09,89.0,36.36
A Limdawala,Germany,T20I,3,57,84,5,29,8.84,16.8,50.88
A Limdawala,Ghana,T20I,1,6,8,0,1,8.0,8.0,16.67
A Limdawala,Kenya,T20I,2,14,31,1,3,13.29,31.0,21.43
A Limdawala,Mali,T20I,1,6,5,1,3,5.0,5.0,50.0
A Limdawala,Rwanda,T20I,8,144,143,5,76,5.96,28.6,52.78
A Limdawala,Tanzania,T20I,1,12,19,0,4,9.5,19.0,33.33
A Lupascu,Austria,T20I,1,12,19,0,2,9.5,19.0,16.67
A Lupascu,Bulgaria,T20I,1,26,15,4,18,3.46,3.75,69.23
A Lupascu,Norway,T20I,1,25,37,1,4,8.88,37.0,16.0
A Lyth,Australia,Test,1,6,0,0,6,0.0,0.0,100.0
A Lyth,Karachi Kings,PSL,1,6,4,0,3,4.0,4.0,50.0
A Lyth,Lahore Qalandars,PSL,1,13,22,1,4,10.15,22.0,30.77
A Magdalenic,Hungary,T20I,1,9,18,0,3,12.0,18.0,33.33
A Magdalenic,Spain,T20I,2,12,40,0,0,20.0,40.0,0.0
A Magdalenic,Turkey,T20I,1,7,25,0,0,21.43,25.0,0.0
A Maheshwari,Germany,T20I,1,6,15,0,2,15.0,15.0,33.33
A Maheshwari,Hungary,T20I,2,30,50,1,12,10.0,50.0,40.0
A Maheshwari,Spain,T20I,3,66,111,3,19,10.09,37.0,28.79
A Maheshwari,Switzerland,T20I,1,12,17,1,5,8.5,17.0,41.67
A Makri,Bulgaria,T20I,2,30,20,3,20,4.0,6.67,66.67
A Makri,Cyprus,T20I,6,118,79,7,83,4.02,11.29,70.34
A Makri,Germany,T20I,4,91,116,2,29,7.65,58.0,31.87
A Makri,Isle of Man,T20I,4,68,117,1,19,10.32,117.0,27.94
A Makri,Malta,T20I,1,25,20,3,17,4.8,6.67,68.0
A Makri,Romania,T20I,1,26,25,2,17,5.77,12.5,65.38
A Makri,Serbia,T20I,2,50,42,5,36,5.04,8.4,72.0
A Makri,Spain,T20I,3,27,37,1,8,8.22,37.0,29.63
A Makri,Turkey,T20I,2,51,43,5,33,5.06,8.6,64.71
A Manousis,Croatia,T20I,1,12,17,1,4,8.5,17.0,33.33
A Manousis,Finland,T20I,1,12,20,0,5,10.0,20.0,41.67
A Manousis,Sweden,T20I,1,18,14,1,5,4.67,14.0,27.78
A Mansale,Malaysia,T20I,5,67,86,6,24,7.7,14.33,35.82
A Mansale,Philippines,T20I,2,24,28,0,8,7.0,28.0,33.33
A Mare,Bahrain,T20I,4,55,53,1,32,5.78,53.0,58.18
A Mare,Bhutan,T20I,1,24,14,1,18,3.5,14.0,75.0
A Mare,Indonesia,T20I,1,12,14,0,5,7.0,14.0,41.67
A Mare,Malaysia,T20I,1,24,24,1,14,6.0,24.0,58.33
A Mare,Nepal,T20I,4,66,84,4,29,7.64,21.0,43.94
A Mare,Oman,T20I,2,42,29,3,24,4.14,9.67,57.14
A Mare,Saudi Arabia,T20I,1,24,3,1,22,0.75,3.0,91.67
A Mare,Singapore,T20I,1,24,12,4,18,3.0,3.0,75.0
A Mare,Tanzania,T20I,2,18,31,0,5,10.33,31.0,27.78
A Mare,United Arab Emirates,T20I,2,25,36,0,12,8.64,36.0,48.0
A Martel,Bulgaria,T20I,2,42,36,4,18,5.14,9.0,42.86
A Martel,Denmark,T20I,1,6,4,0,2,4.0,4.0,33.33
A Martel,Estonia,T20I,1,18,12,0,10,4.0,12.0,55.56
A Martel,France,T20I,1,24,12,4,13,3.0,3.0,54.17
A Martel,Germany,T20I,3,60,85,3,16,8.5,28.33,26.67
A Martel,Isle of Man,T20I,2,49,31,5,32,3.8,6.2,65.31
A Martel,Italy,T20I,1,12,15,0,5,7.5,15.0,41.67
A Martel,Jersey,T20I,7,109,155,3,34,8.53,51.67,31.19
A Martel,Malta,T20I,1,6,3,1,3,3.0,3.0,50.0
A Martel,Netherlands,T20I,1,18,35,0,4,11.67,35.0,22.22
A Martel,Papua New Guinea,T20I,1,24,24,0,8,6.0,24.0,33.33
A Martel,Switzerland,T20I,1,18,17,1,9,5.67,17.0,50.0
A Martin,Bangladesh,ODI,1,30,16,0,24,3.2,16.0,80.0
A Martin,Bangladesh,T20I,1,18,20,1,7,6.67,20.0,38.89
A Martin,India,ODI,6,300,227,12,153,4.54,18.92,51.0
A Martin,Pakistan,ODI,2,114,57,1,70,3.0,57.0,61.4
A Mazvishaya,Ireland,ODI,2,90,93,0,39,6.2,93.0,43.33
A Mazvishaya,Ireland,T20I,2,42,53,2,12,7.57,26.5,28.57
A Mazvishaya,Mozambique,T20I,1,24,5,2,21,1.25,2.5,87.5
A Mazvishaya,Netherlands,T20I,2,42,41,1,20,5.86,41.0,47.62
A Mazvishaya,New Zealand,ODI,2,60,74,1,21,7.4,74.0,35.0
A Mazvishaya,New Zealand,T20I,1,4,4,0,2,6.0,4.0,50.0
A Mazvishaya,Pakistan,ODI,1,24,15,1,18,3.75,15.0,75.0
A Mazvishaya,Papua New Guinea,ODI,1,42,25,2,28,3.57,12.5,66.67
A Mazvishaya,Papua New Guinea,T20I,2,36,48,1,16,8.0,48.0,44.44
A Mazvishaya,Rwanda,T20I,2,30,32,1,15,6.4,32.0,50.0
