bowler,format,cluster,wickets,economy,average,dot_pct
ROC Dunka,T20I,5,21,7.98,27.62,44.5
RMAM Avery,T20I,7,21,5.04,7.71,54.92
J Tuffin,T20I,0,21,6.5,18.57,51.11
M Shahbaz Butt,T20I,7,21,5.62,14.71,49.09
M Yanagida,T20I,7,21,4.62,13.1,49.86
J Butler,T20I,0,21,7.63,15.14,39.2
R Ntozakhe,ODI,1,21,3.9,27.38,62.15
R Padunglerd,T20I,7,21,5.8,16.33,51.55
Mirab Razwan,T20I,0,21,5.81,15.81,47.52
Shashikant Laxman,T20I,7,21,5.32,12.71,52.82
RP Meredith,IPL,5,21,9.42,29.14,40.0
Viktoria Frey,T20I,7,21,6.04,15.19,58.99
Soumya Sarkar,ODI,0,21,6.12,27.1,42.11
Mohammad Asghar,PSL,5,21,7.66,22.14,39.56
AM Phangiso,T20I,5,21,7.77,21.1,37.72
R Choden,T20I,7,21,5.18,12.29,54.18
Amir Farooq,T20I,5,21,7.94,23.19,42.39
Thuya Aung,T20I,0,21,6.02,17.1,48.04
Aliya Riaz,T20I,5,21,8.09,26.76,39.57
Usman Tariq,PSL,5,21,7.6,28.76,33.96
DT Christian,ODI,6,21,4.91,28.33,47.46
Luqman Butt,T20I,5,21,7.23,29.71,48.07
SP Narine,Test,3,21,3.08,40.52,74.8
MC Sorensen,T20I,0,21,7.34,15.95,44.53
Ali Masood,T20I,0,21,8.43,17.0,42.91
T Rossi,T20I,0,21,7.04,19.67,52.84
OD Hald,T20I,0,21,7.01,18.52,48.95
Mujeeb Ur Rahman,IPL,5,21,8.34,29.52,34.98
Mukesh Choudhary,IPL,5,21,9.59,30.0,42.89
C Green,ODI,6,21,5.76,37.33,50.67
Taranjit Singh,T20I,0,21,6.88,16.33,40.8
AS Joseph,PSL,5,21,9.19,28.1,42.34
AA Gajic,T20I,0,21,7.86,18.14,42.96
PP Ojha,ODI,6,21,4.47,31.05,53.08
BM Tickner,T20I,5,21,9.32,25.52,34.49
AA Alleyne,T20I,6,21,7.99,42.67,39.82
KW Richardson,IPL,5,21,8.45,22.48,40.6
Tanzim Hasan Sakib,ODI,1,21,5.9,28.05,53.42
MJ Ansell,T20I,7,21,5.55,18.67,54.48
NW Bracken,T20I,0,21,6.95,20.86,44.97
Waji Ul Hassan,T20I,5,21,7.62,22.19,36.78
D Foerster,T20I,7,21,4.53,14.14,57.51
Saim Ayub,PSL,5,21,8.11,33.33,33.98
Kabir Ali,ODI,6,21,6.02,30.05,54.21
DJ Hussey,T20I,0,21,6.48,18.67,34.99
S Mosweu,T20I,7,21,5.58,16.38,56.76
Karri Gullem Keen,T20I,7,21,5.52,14.14,55.73
NR Johns-Wickberg,T20I,0,21,6.52,17.29,52.99
Anureet Singh,IPL,5,21,8.92,29.67,36.28
E Mathew,T20I,5,21,8.09,22.1,39.24
Aizaz Cheema,Test,3,21,3.18,30.38,75.23
C Overton,Test,3,21,3.1,36.19,74.88
Zon Lin,T20I,7,21,4.88,12.48,65.84
Zuhaib Zubair,T20I,0,21,7.51,19.14,38.63
A Brindle,ODI,1,20,4.45,22.3,55.41
BB Sran,IPL,5,20,9.35,37.85,36.01
MK Villiers,T20I,0,20,6.66,14.1,43.31
IG Holland,ODI,1,20,4.45,23.3,58.6
H Venkataram,T20I,0,20,7.55,16.35,41.92
ST Jayasuriya,T20I,5,20,7.31,21.15,33.14
NT Ellis,IPL,5,20,8.6,27.3,32.55
Khurram Chohan,ODI,1,20,5.08,21.9,58.41
NJ Carey,T20I,5,20,7.16,26.15,36.07
Anwar Ali,ODI,6,20,6.12,46.05,46.73
NA Greenwood,T20I,0,20,5.93,17.2,41.38
NA Saini,IPL,6,20,8.39,42.15,43.78
N Tanner,T20I,0,20,7.42,15.95,42.64
TG Norris,T20I,7,20,4.5,9.45,64.29
Khurram Shahzad,Test,1,20,3.93,30.0,69.47
D Johnson,T20I,5,20,8.18,22.9,40.18
BTJ Wheal,ODI,1,20,4.01,20.6,65.91
N Boje,ODI,6,20,4.5,34.5,52.93
D Madushanka,T20I,5,20,9.3,27.2,40.17
KS Bagabena,T20I,0,20,6.91,27.7,48.65
L Phiri,T20I,0,20,5.87,17.4,47.75
L Qiao,T20I,7,20,3.34,7.35,67.05
A Stocks,T20I,7,20,4.85,11.35,46.26
NM Salonen,T20I,0,20,6.81,16.35,50.35
O Kamchomphu,ODI,7,20,3.62,15.95,65.03
S Wetoto,T20I,7,20,5.44,8.75,46.11
S Walaza,T20I,7,20,5.37,20.15,55.33
JM Anderson,T20I,5,20,7.85,27.6,41.47
Azyan Farhath,T20I,7,20,5.87,11.0,48.0
JP Greaves,Test,3,20,3.5,38.95,71.65
SB Styris,T20I,0,20,6.78,17.45,35.92
Mohammad Hafeez,PSL,5,20,6.88,25.5,37.53
C Pengkumta,T20I,0,20,7.11,22.75,45.05
T Panyangara,T20I,0,20,7.73,18.3,41.9
A Reyes,T20I,0,20,8.22,18.5,40.37
LL Tsotsobe,T20I,0,20,6.92,27.05,47.12
A Shahi,T20I,0,20,7.6,19.2,42.24
PM Siddle,ODI,6,20,4.94,37.15,59.58
DS Kulkarni,ODI,1,20,5.09,25.4,57.43
P Sabu,T20I,7,20,5.22,9.1,59.33
A Venkatesh,T20I,0,20,6.59,10.65,43.81
SPD Smith,Test,3,20,4.11,50.4,61.41
CL Cairns,ODI,6,20,4.98,38.75,56.59
K Ndlovu,ODI,1,20,3.53,16.5,67.02
O Lefaga,T20I,7,20,4.21,8.7,69.35
L Wood,T20I,5,20,8.87,21.35,42.56
Muhammad Rohid,T20I,0,20,8.23,19.0,41.52
G Wetherall,T20I,0,20,6.04,16.0,47.48
JA Richardson,T20I,5,20,8.42,27.8,40.15
A Fujikawa,T20I,7,20,5.4,16.25,49.03
Sultan Ahmed (2),T20I,7,20,5.71,18.0,52.38
Ahmed Daniyal,PSL,5,20,9.02,27.75,36.86
Shafiul Islam,Test,3,20,3.26,47.1,71.82
ACF Stokes,T20I,0,20,6.02,15.95,48.11
Rahat Ali,ODI,6,20,5.8,32.9,53.45
AK Markram,ODI,6,20,5.88,56.0,44.62
A Nao,ODI,6,20,5.08,35.65,57.6
YS Blagg,T20I,7,20,4.82,7.55,72.34
Yasir Mohammad,T20I,0,20,7.17,15.3,40.62
Ali Khan,T20I,5,20,8.67,30.65,37.97
MH Yardy,ODI,6,20,4.87,51.7,47.21
BA Carse,T20I,5,20,8.99,20.6,37.45
C Sakariya,IPL,5,20,8.53,31.9,34.3
A Dhabe,T20I,0,20,6.4,16.95,46.54
RN ten Doeschate,ODI,6,20,5.57,31.8,55.33
FO Kibasu,T20I,0,20,6.16,13.7,42.32
CJ Anderson,T20I,5,20,8.12,29.25,36.57
CH Gayle,T20I,5,20,6.93,22.0,30.71
W Moutswi,T20I,7,20,4.16,12.25,62.61
J Suchith,IPL,5,20,8.6,30.1,33.81
B Phelenyane,T20I,0,20,6.71,21.65,52.2
K Fubler,T20I,7,20,4.42,9.9,55.39
Sangita Rai,T20I,7,20,4.75,9.85,47.79
M Daniels,ODI,1,20,3.88,32.45,65.04
A Merritt,T20I,0,20,6.61,21.0,44.88
T Iosefo,T20I,7,20,5.13,10.3,53.94
Ubaid Shah,PSL,5,20,9.7,28.95,41.06
Umaima Sohail,ODI,6,20,5.2,35.85,48.91
Tashi Phuntsho,T20I,7,20,5.19,10.9,61.9
CJ Langford,T20I,0,20,6.42,16.1,52.16
R Ravindra,ODI,6,20,5.79,45.85,43.37
VR Aaron,Test,3,20,4.69,47.35,67.13
F Akankwasa,T20I,0,20,6.13,16.25,44.65
