bowler,format,matches,balls,runs_given,wickets,dot_balls,wides,noballs,overs,economy,average,dot_pct,strike_rate
S Kaul,IPL,55,1215,1772,63,410,23,6,202.5,8.75,28.13,33.74,19.29
LH Ferguson,IPL,50,1059,1615,63,409,44,9,176.5,9.15,25.63,38.62,16.81
WD Parnell,T20I,55,1103,1538,63,428,40,9,183.8,8.37,24.41,38.8,17.51
SM Curran,IPL,63,1260,2059,63,414,48,7,210.0,9.8,32.68,32.86,20.0
AS Joseph,T20I,43,983,1541,63,383,42,11,163.8,9.41,24.46,38.96,15.6
PA van Meekeren,ODI,34,1714,1583,63,964,71,6,285.7,5.54,25.13,56.24,27.21
SA Jumbe,T20I,57,1000,1320,63,425,39,11,166.7,7.92,20.95,42.5,15.87
JC Tredwell,ODI,43,2062,1670,63,1081,6,0,343.7,4.86,26.51,52.42,32.73
BJ McMullen,ODI,36,1723,1323,63,1108,32,8,287.2,4.61,21.0,64.31,27.35
YM Nkanya,T20I,46,921,820,62,476,14,0,153.5,5.34,13.23,51.68,14.85
Nida Dar,ODI,64,2865,2224,62,1602,52,1,477.5,4.66,35.87,55.92,46.21
Imran Tahir,T20I,37,828,950,62,281,25,1,138.0,6.88,15.32,33.94,13.35
